Patente|Pedimento|SeccionAduanera|NumContenedor|TipoContenedor|FechaPagoReal
3129|5026337|240|S433|56|2026-01-14 09:03:03|
1680|5087442|240|UMXU890997|22|2026-01-23 11:10:08|
1680|5000279|230|NS163368|63|2026-01-08 13:14:00|
3949|5001067|070|EMHU276607|22|2026-01-05 18:07:01|
1680|5035180|800|1551238|56|2026-01-19 16:02:02|
3949|5104860|071|53352|56|2026-01-08 15:41:00|
1680|5087442|240|UMXU248683|22|2026-01-23 11:10:08|
1680|5087442|240|UMXU251139|22|2026-01-23 11:10:08|
3129|5026337|240|553477|56|2026-01-14 09:03:03|
1680|5083929|240|UMXU932252|22|2026-01-19 09:16:02|
1680|5083929|240|UMXU886534|22|2026-01-19 09:16:02|
1680|5035180|800|UMXU234572|22|2026-01-19 16:02:02|
1680|5087442|240|UMXU893968|22|2026-01-23 11:10:08|
1680|6024150|240|753|56|2026-01-15 15:45:11|
1680|5000912|240|UMXU882340|22|2026-01-14 12:06:02|
1680|6024635|240|144|56|2026-01-26 13:49:06|
1680|5035180|800|643379|56|2026-01-19 16:02:02|
1680|5087442|240|UMXU897102|22|2026-01-23 11:10:08|
1669|5023108|430|MRSU6273328|3|2026-01-06 10:08:00|
1680|5087442|240|UMXU632753|22|2026-01-23 11:10:08|
1680|5083929|240|SNLU992803|22|2026-01-19 09:16:02|
1680|5001378|270|UMXU932058|63|2026-01-08 18:09:02|
1680|5087442|240|UMXU252078|22|2026-01-23 11:10:08|
1669|5023108|430|MRSU5053870|3|2026-01-06 10:08:00|
3129|5026337|240|52268|56|2026-01-14 09:03:03|
1680|5035180|800|170402|56|2026-01-19 16:02:02|
1680|5083929|240|UMXU881353|22|2026-01-19 09:16:02|
1680|5000912|240|210625|56|2026-01-14 12:06:02|
1669|6900631|430|FANU1902578|3|2026-01-13 11:45:01|
1680|5035180|800|2410|56|2026-01-19 16:02:02|
3949|5104818|071|53895|56|2026-01-07 14:41:01|
3949|5104818|071|53421|56|2026-01-07 14:41:01|
1680|5001378|270|UMXU934343|63|2026-01-08 18:09:02|
1680|5001378|270|UMXU266072|63|2026-01-08 18:09:02|
1680|5000932|240|E822043|56|2026-01-05 17:10:02|
1680|5083929|240|MNLU234619|22|2026-01-19 09:16:02|
1680|5083929|240|UMXU931131|22|2026-01-19 09:16:02|
3949|5104826|071|53895|56|2026-01-08 15:18:01|
1680|5087442|240|UMXU253308|22|2026-01-23 11:10:08|
1680|5087442|240|UMXU254295|22|2026-01-23 11:10:08|
3129|5026337|240|2224|56|2026-01-14 09:03:03|
1680|5083929|240|UMXU247307|22|2026-01-19 09:16:02|
1680|5018471|800|1959|60|2026-01-08 15:33:12|
1680|5083929|240|UMXU247975|22|2026-01-19 09:16:02|
1680|5087442|240|UMXU930328|22|2026-01-23 11:10:08|
3949|5104818|071|53547|56|2026-01-07 14:41:01|
3949|5104818|071|53869|56|2026-01-07 14:41:01|
1669|5023109|430|MRSU6154859|3|2026-01-02 16:46:00|
3129|5026337|240|1055|56|2026-01-14 09:03:03|
1680|5087442|240|UMXU932378|22|2026-01-23 11:10:08|
1680|5087442|240|UMXU247321|22|2026-01-23 11:10:08|
1680|5087442|240|SNLU142477|22|2026-01-23 11:10:08|
1680|5083929|240|TCZU652718|22|2026-01-19 09:16:02|
3129|5026337|240|125781|56|2026-01-14 09:03:03|
1680|5087442|240|UMXU255829|22|2026-01-23 11:10:08|
1680|5087442|240|UMXU257635|22|2026-01-23 11:10:08|
3129|6000613|240|CA662|56|2026-01-21 16:01:11|
1680|5083929|240|UMXU233312|22|2026-01-19 09:16:02|
1680|5087442|240|UMXU255963|22|2026-01-23 11:10:08|
1680|5035180|800|53BF1Y|68|2026-01-19 16:02:02|
1680|5087442|240|UMXU933699|22|2026-01-23 11:10:08|
3129|5026337|240|11968WLA|56|2026-01-14 09:03:03|
1680|5092160|240|55456|56|2026-01-09 17:18:04|
3129|5026337|240|172|56|2026-01-14 09:03:03|
3129|6000603|240|124|56|2026-01-21 12:03:03|
1680|5087442|240|UMXU936188|22|2026-01-23 11:10:08|
1680|5000932|240|E82405|56|2026-01-05 17:10:02|
1680|5083929|240|EMHU654478|22|2026-01-19 09:16:02|
1680|5087442|240|UMXU931234|22|2026-01-23 11:10:08|
1680|5035182|800|530472|56|2026-01-08 15:17:01|
1680|5087442|240|UMXU258929|22|2026-01-23 11:10:08|
1680|5087442|240|UMXU266583|22|2026-01-23 11:10:08|
1680|5001378|270|UMXU936912|63|2026-01-08 18:09:02|
1680|5083929|240|UMXU235266|22|2026-01-19 09:16:02|
1680|5087442|240|UMXU258729|22|2026-01-23 11:10:08|
1680|5087442|240|UMXU238933|22|2026-01-23 11:10:08|
1680|5087442|240|UMXU939529|22|2026-01-23 11:10:08|
3129|5026337|240|20127|56|2026-01-14 09:03:03|
1680|6024638|240|53182|56|2026-01-28 12:34:07|
3949|5104818|071|53409|56|2026-01-07 14:41:01|
3129|5026337|240|51504|56|2026-01-14 09:03:03|
1680|5087442|240|EMHU300434|22|2026-01-23 11:10:08|
1680|5087442|240|UMXU888388|22|2026-01-23 11:10:08|
1680|5083929|240|UMXU893343|22|2026-01-19 09:16:02|
1680|5035180|800|S829|56|2026-01-19 16:02:02|
1680|5092172|240|T119|56|2026-01-05 13:16:03|
1680|5087442|240|UMXU268551|22|2026-01-23 11:10:08|
1680|5000423|230|531404|56|2026-01-05 16:21:01|
3129|5026337|240|10610MSM|56|2026-01-14 09:03:03|
1680|5083929|240|UMXU236282|22|2026-01-19 09:16:02|
1680|5000912|240|536080|56|2026-01-14 12:06:02|
1680|5035180|800|TAL183|56|2026-01-19 16:02:02|
1680|5087442|240|MNLU234566|22|2026-01-23 11:10:08|
3129|6000613|240|11476WLA|56|2026-01-21 16:01:11|
3129|5026337|240|8873|56|2026-01-14 09:03:03|
1680|5000932|240|E81966|56|2026-01-05 17:10:02|
1680|5001378|270|UMXU895613|63|2026-01-08 18:09:02|
1680|5087442|240|UMXU896607|22|2026-01-23 11:10:08|
1680|5035180|800|73BF8C|68|2026-01-19 16:02:02|
1680|5083929|240|UMXU896354|22|2026-01-19 09:16:02|
1680|5083929|240|SNLU224029|22|2026-01-19 09:16:02|
3949|5104826|071|53129|56|2026-01-08 15:18:01|
1680|5087442|240|UMXU634829|22|2026-01-23 11:10:08|
1680|5087442|240|UMXU636365|22|2026-01-23 11:10:08|
1669|5023940|430|TRHU3673576|1|2026-01-09 11:04:00|
1680|5083929|240|UMXU937978|22|2026-01-19 09:16:02|
1680|5087442|240|UMXU251204|22|2026-01-23 11:10:08|
1680|5035180|800|UMXU247485|22|2026-01-19 16:02:02|
1680|5035180|800|54560|56|2026-01-19 16:02:02|
1680|5035180|800|853846|56|2026-01-19 16:02:02|
3129|5026337|240|D149|56|2026-01-14 09:03:03|
1680|5092161|240|55456|56|2026-01-08 11:12:07|
3129|6000613|240|VGZ724|56|2026-01-21 16:01:11|
1680|5035180|800|710982|56|2026-01-19 16:02:02|
1680|5035180|800|UMXU234821|22|2026-01-19 16:02:02|
1669|6900401|510|SEKU6738654|3|2026-01-13 17:15:03|
1680|5083929|240|MNLU234898|22|2026-01-19 09:16:02|
3949|5104882|071|53-1133|56|2026-01-08 15:45:03|
1680|5083929|240|UMXU267628|22|2026-01-19 09:16:02|
1680|5087442|240|UMXU882378|22|2026-01-23 11:10:08|
1680|5035180|800|99AK5V|68|2026-01-19 16:02:02|
1680|5083929|240|UMXU888022|22|2026-01-19 09:16:02|
1680|5087442|240|UMXU257483|22|2026-01-23 11:10:08|
1680|5035180|800|251558|22|2026-01-19 16:02:02|
1680|5083929|240|UMXU931646|22|2026-01-19 09:16:02|
3129|6000613|240|M2100|56|2026-01-21 16:01:11|
3949|5001067|070|UMXU932402|22|2026-01-05 18:07:01|
3129|5026337|240|M2122|56|2026-01-14 09:03:03|
1680|5035180|800|53299|56|2026-01-19 16:02:02|
1680|5035180|800|8778|56|2026-01-19 16:02:02|
1680|5035180|800|UMXU256416|22|2026-01-19 16:02:02|
1680|5018471|800|943|60|2026-01-08 15:33:12|
1680|6011286|240|TTGX696087|63|2026-01-31 14:41:03|
3129|6000613|240|P5142391|56|2026-01-21 16:01:11|
1680|5083929|240|UMXU936893|22|2026-01-19 09:16:02|
1680|5083929|240|UMXU252773|22|2026-01-19 09:16:02|
1680|5035180|800|95BC9N|68|2026-01-19 16:02:02|
1680|5083929|240|UMXU934082|22|2026-01-19 09:16:02|
1680|5000912|240|53449|56|2026-01-14 12:06:02|
1680|5035180|800|WK6016C|68|2026-01-19 16:02:02|
1680|5087442|240|UMXU885713|22|2026-01-23 11:10:08|
1680|5035180|800|386|56|2026-01-19 16:02:02|
1669|5003243|510|HAMU4356720|3|2026-01-07 17:18:01|
3949|5001069|071|5313|56|2026-01-05 17:33:04|
1680|5083929|240|UMXU932214|22|2026-01-19 09:16:02|
1680|5087442|240|UMXU889307|22|2026-01-23 11:10:08|
1680|5000912|240|UMXU252371|22|2026-01-14 12:06:02|
3949|5005113|160|BMOU6575215|3|2026-01-07 13:36:06|
1680|5083929|240|UMXU932143|22|2026-01-19 09:16:02|
3129|5026337|240|P5142391|56|2026-01-14 09:03:03|
3949|5104818|071|53971|56|2026-01-07 14:41:01|
1680|5018471|800|961|60|2026-01-08 15:33:12|
1680|5083929|240|UMXU251462|22|2026-01-19 09:16:02|
1680|5035180|800|201669|56|2026-01-19 16:02:02|
1680|5087442|240|MNLU234687|22|2026-01-23 11:10:08|
1680|5035180|800|24BJ7A.|22|2026-01-19 16:02:02|
1680|5087442|240|UMXU891041|22|2026-01-23 11:10:08|
1680|5083929|240|UMXU934141|22|2026-01-19 09:16:02|
3949|5001069|071|5311|56|2026-01-05 17:33:04|
3129|5026337|240|9821|56|2026-01-14 09:03:03|
1680|5083929|240|UMXU936570|22|2026-01-19 09:16:02|
1669|5003243|510|UASU1001232|3|2026-01-07 17:18:01|
1680|5087442|240|UMXU890494|22|2026-01-23 11:10:08|
1680|5087442|240|MNLU234562|22|2026-01-23 11:10:08|
1680|5083929|240|UMXU890124|22|2026-01-19 09:16:02|
1680|5000422|230|669976|56|2026-01-05 16:21:02|
1680|5018471|800|1876|60|2026-01-08 15:33:12|
1680|5018471|800|951|60|2026-01-08 15:33:12|
1680|5035180|800|UMXU635708|22|2026-01-19 16:02:02|
1680|5035180|800|2391|56|2026-01-19 16:02:02|
1680|5083929|240|EMHU274678|22|2026-01-19 09:16:02|
1680|5000912|240|534447|56|2026-01-14 12:06:02|
1680|5087442|240|UMXU894019|22|2026-01-23 11:10:08|
1680|5001378|270|UMXU887704|63|2026-01-08 18:09:02|
3949|5001069|071|5302|56|2026-01-05 17:33:04|
3949|5001069|071|5305|56|2026-01-05 17:33:04|
1680|5000912|240|10710MSM|56|2026-01-14 12:06:02|
1680|5087442|240|UMXU895736|22|2026-01-23 11:10:08|
3949|5104860|071|53819|56|2026-01-08 15:41:00|
1680|5036308|240|99938|60|2026-01-02 16:20:09|
1680|5083929|240|UMXU251916|22|2026-01-19 09:16:02|
1680|5000827|240|43-BF-5W|56|2026-01-27 11:36:02|
3949|5001068|070|UMXU890602|22|2026-01-05 19:55:00|
1680|5083929|240|UMXU266583|22|2026-01-19 09:16:02|
1680|5001378|270|UMXU236599|63|2026-01-08 18:09:02|
1680|5083929|240|UMXU253274|22|2026-01-19 09:16:02|
1680|5083929|240|EMHU249060|22|2026-01-19 09:16:02|
1680|5035180|800|UMXU268806|22|2026-01-19 16:02:02|
1680|5035180|800|534124|56|2026-01-19 16:02:02|
1680|5035180|800|534441|56|2026-01-19 16:02:02|
1680|5083929|240|MNLU234816|22|2026-01-19 09:16:02|
3129|5026337|240|5481|56|2026-01-14 09:03:03|
1680|5083929|240|UMXU937998|22|2026-01-19 09:16:02|
1680|5087442|240|UMXU632112|22|2026-01-23 11:10:08|
1680|5000912|240|180042|56|2026-01-14 12:06:02|
1680|5083929|240|UMXU248745|22|2026-01-19 09:16:02|
1680|5083929|240|UMXU253986|22|2026-01-19 09:16:02|
1680|5036308|240|P48132|60|2026-01-02 16:20:09|
1680|5035180|800|2035|56|2026-01-19 16:02:02|
1680|5083929|240|UMXU253767|22|2026-01-19 09:16:02|
3949|5005113|160|HLBU2434736|3|2026-01-07 13:36:06|
1680|5083929|240|UMXU930957|22|2026-01-19 09:16:02|
1680|5035203|800|710787|56|2026-01-06 16:12:04|
1680|5035180|800|90AP2W|68|2026-01-19 16:02:02|
3949|5104838|071|53224|56|2026-01-08 19:18:01|
1680|5001378|270|UMXU636832|63|2026-01-08 18:09:02|
1680|5087442|240|UMXU635367|22|2026-01-23 11:10:08|
3129|6000613|240|86991MSA|56|2026-01-21 16:01:11|
1680|5087442|240|SNLU137946|22|2026-01-23 11:10:08|
1680|5087442|240|UMXU635103|22|2026-01-23 11:10:08|
1680|5087442|240|UMXU893195|22|2026-01-23 11:10:08|
3949|5104846|071|53510|56|2026-01-08 15:47:01|
1680|5035180|800|254|56|2026-01-19 16:02:02|
1680|5000912|240|H53265|56|2026-01-14 12:06:02|
1680|5092173|240|232|60|2026-01-05 13:16:02|
1680|5083929|240|UMXU259984|22|2026-01-19 09:16:02|
3129|5026337|240|5310|56|2026-01-14 09:03:03|
1680|5083929|240|UMXU898514|22|2026-01-19 09:16:02|
1680|5035180|800|240472|56|2026-01-19 16:02:02|
1680|5036308|240|P53160|60|2026-01-02 16:20:09|
1680|5087442|240|UMXU636756|22|2026-01-23 11:10:08|
3949|5104818|071|53451|56|2026-01-07 14:41:01|
1680|5087442|240|UMXU253842|22|2026-01-23 11:10:08|
1680|5087442|240|UMXU255446|22|2026-01-23 11:10:08|
1680|5035180|800|512316|56|2026-01-19 16:02:02|
1680|5087442|240|UMXU885088|22|2026-01-23 11:10:08|
1680|5083929|240|UMXU248683|22|2026-01-19 09:16:02|
1680|5083929|240|UMXU634993|22|2026-01-19 09:16:02|
1680|5083929|240|UMXU255829|22|2026-01-19 09:16:02|
1669|5023109|430|MIEU3022033|3|2026-01-02 16:46:00|
3949|5001068|070|UMXU232596|22|2026-01-05 19:55:00|
1680|5083929|240|EMHU652252|22|2026-01-19 09:16:02|
3949|5104818|071|531134|56|2026-01-07 14:41:01|
1680|5035180|800|V53977|56|2026-01-19 16:02:02|
1680|5000291|230|JS97|60|2026-01-07 13:58:03|
3949|5005113|160|HAMU4292435|3|2026-01-07 13:36:06|
1680|5087442|240|UMXU888713|22|2026-01-23 11:10:08|
1680|5001378|270|UMXU259532|63|2026-01-08 18:09:02|
1680|5087442|240|UMXU257059|22|2026-01-23 11:10:08|
3129|6000613|240|710741|56|2026-01-21 16:01:11|
1680|5083929|240|UMXU254649|22|2026-01-19 09:16:02|
1680|5087442|240|UMXU890588|22|2026-01-23 11:10:08|
1680|5087442|240|UMXU268915|22|2026-01-23 11:10:08|
3949|5104842|071|53819|56|2026-01-13 15:07:01|
1680|5035180|800|11261WLA|68|2026-01-19 16:02:02|
1680|5083929|240|UMXU259751|22|2026-01-19 09:16:02|
1680|6011256|240|TM2424|60|2026-01-21 14:40:03|
3949|5001068|070|UMXU256063|22|2026-01-05 19:55:00|
1669|5023109|430|SEKU4477274|3|2026-01-02 16:46:00|
1680|5083929|240|UMXU256935|22|2026-01-19 09:16:02|
3949|5104842|071|531119|56|2026-01-13 15:07:01|
1680|5087442|240|UMXU634935|22|2026-01-23 11:10:08|
1680|5087442|240|UMXU893364|22|2026-01-23 11:10:08|
1680|5035179|800|530472|56|2026-01-07 16:01:01|
3129|6000613|240|5310|56|2026-01-21 16:01:11|
3129|6000613|240|3162412-P|56|2026-01-21 16:01:11|
1680|5001378|270|UMXU253396|63|2026-01-08 18:09:02|
1680|5092172|240|242|56|2026-01-05 13:16:03|
1680|5000912|240|2316|56|2026-01-14 12:06:02|
3949|5104842|071|53510|56|2026-01-13 15:07:01|
1680|5083929|240|UMXU258407|22|2026-01-19 09:16:02|
1680|5035180|800|UMXU895895|22|2026-01-19 16:02:02|
1680|5092173|240|7575|60|2026-01-05 13:16:02|
1680|5083929|240|UMXU255562|22|2026-01-19 09:16:02|
1680|5035180|800|19AZ4P|68|2026-01-19 16:02:02|
1680|5083929|240|UMXU896236|22|2026-01-19 09:16:02|
1680|5087442|240|UMXU248230|22|2026-01-23 11:10:08|
3949|5001067|070|UMXU888330|22|2026-01-05 18:07:01|
1680|5087442|240|UMXU896689|22|2026-01-23 11:10:08|
1680|5035180|800|531161|56|2026-01-19 16:02:02|
1680|5087442|240|UMXU258440|22|2026-01-23 11:10:08|
3129|6000613|240|15190WLA|56|2026-01-21 16:01:11|
1680|5083929|240|UMXU268836|22|2026-01-19 09:16:02|
1680|5035179|800|7925|56|2026-01-07 16:01:01|
3949|5104866|071|5304|56|2026-01-06 15:39:04|
3949|5001067|070|UMXU255904|22|2026-01-05 18:07:01|
1680|5083929|240|UMXU259439|22|2026-01-19 09:16:02|
1669|5023109|430|TRHU8346072|3|2026-01-02 16:46:00|
1680|5035180|800|2331|56|2026-01-19 16:02:02|
1669|5023108|430|UETU2982784|1|2026-01-06 10:08:00|
1680|5001377|270|UMXU257602|63|2026-01-08 18:09:01|
1680|5083929|240|UMXU266153|22|2026-01-19 09:16:02|
1680|5087442|240|UMXU266981|22|2026-01-23 11:10:08|
1680|5035180|800|90AS8Y|68|2026-01-19 16:02:02|
1680|5087442|240|UMXU930182|22|2026-01-23 11:10:08|
1680|5001378|270|UMXU234831|63|2026-01-08 18:09:02|
1680|5083929|240|UMXU251504|22|2026-01-19 09:16:02|
1680|5083929|240|UMXU250605|22|2026-01-19 09:16:02|
1680|5001378|270|UMXU937558|63|2026-01-08 18:09:02|
1680|5001378|270|UMXU936220|63|2026-01-08 18:09:02|
1680|5083929|240|UMXU633757|22|2026-01-19 09:16:02|
1680|5035180|800|210649|56|2026-01-19 16:02:02|
1680|5035180|800|456|56|2026-01-19 16:02:02|
1680|5000912|240|UMXU935950|22|2026-01-14 12:06:02|
1680|5083929|240|UMXU258654|22|2026-01-19 09:16:02|
3949|5001068|070|UMXU635946|22|2026-01-05 19:55:00|
1680|5001377|270|UMXU935892|63|2026-01-08 18:09:01|
1680|5035180|800|037|56|2026-01-19 16:02:02|
1680|5083929|240|UMXU635707|22|2026-01-19 09:16:02|
1680|5083929|240|UMXU238737|22|2026-01-19 09:16:02|
1680|5001378|270|UMXU931580|63|2026-01-08 18:09:02|
3949|5005113|160|HLBU2552370|3|2026-01-07 13:36:06|
3129|6000613|240|11281|56|2026-01-21 16:01:11|
1680|5087442|240|UMXU265844|22|2026-01-23 11:10:08|
1680|5001378|270|UMXU932286|63|2026-01-08 18:09:02|
1680|5001378|270|UMXU890596|63|2026-01-08 18:09:02|
1680|5000912|240|389|56|2026-01-14 12:06:02|
1680|5087442|240|UMXU250767|22|2026-01-23 11:10:08|
1680|5083929|240|SNLU198376|22|2026-01-19 09:16:02|
1680|5000912|240|037|56|2026-01-14 12:06:02|
1680|5083929|240|SNLU144195|22|2026-01-19 09:16:02|
1669|5023109|430|MRSU4236346|3|2026-01-02 16:46:00|
1680|5000423|230|531540|56|2026-01-05 16:21:01|
1680|5035180|800|25AU9B|68|2026-01-19 16:02:02|
1680|5083929|240|UMXU885349|22|2026-01-19 09:16:02|
1680|5083929|240|UMXU631567|22|2026-01-19 09:16:02|
1680|5001378|270|UMXU885286|63|2026-01-08 18:09:02|
1680|5092157|240|62-BE-6B|68|2026-01-08 18:50:02|
1680|5083929|240|UMXU248234|22|2026-01-19 09:16:02|
3129|6000613|240|VGZ725|56|2026-01-21 16:01:11|
1680|5001378|270|UMXU891314|63|2026-01-08 18:09:02|
1680|5087442|240|UMXU932214|22|2026-01-23 11:10:08|
1680|6024612|240|S237|56|2026-01-15 18:47:07|
1680|5083929|240|UMXU887692|22|2026-01-19 09:16:02|
1680|5083929|240|UMXU256189|22|2026-01-19 09:16:02|
1680|5000912|240|161163|56|2026-01-14 12:06:02|
1680|5083929|240|SNLU192605|22|2026-01-19 09:16:02|
1680|5083929|240|UMXU257658|22|2026-01-19 09:16:02|
1680|5083929|240|UMXU930907|22|2026-01-19 09:16:02|
1680|5035180|800|526079|56|2026-01-19 16:02:02|
1680|5087442|240|UMXU254966|22|2026-01-23 11:10:08|
1680|5035180|800|45AE8N|68|2026-01-19 16:02:02|
1680|5035179|800|86933MSA|68|2026-01-07 16:01:01|
1680|5083929|240|EMHU260122|22|2026-01-19 09:16:02|
1680|5087442|240|UMXU267803|22|2026-01-23 11:10:08|
1680|5087442|240|UMXU632785|22|2026-01-23 11:10:08|
1680|5087442|240|UMXU633812|22|2026-01-23 11:10:08|
1680|5001378|270|UMXU884042|63|2026-01-08 18:09:02|
1680|5000912|240|531115|56|2026-01-14 12:06:02|
1680|5035180|800|180414|56|2026-01-19 16:02:02|
1680|5035180|800|531722|56|2026-01-19 16:02:02|
1680|5083929|240|EMHU272712|22|2026-01-19 09:16:02|
1680|6011233|240|TTGX160053|63|2026-01-14 18:07:07|
1680|5083929|240|UMXU236201|22|2026-01-19 09:16:02|
1680|5000912|240|190411|56|2026-01-14 12:06:02|
1680|5035180|800|532040|56|2026-01-19 16:02:02|
1680|5083929|240|UMXU889939|22|2026-01-19 09:16:02|
1680|5083929|240|UMXU267924|22|2026-01-19 09:16:02|
1680|5087442|240|UMXU932803|22|2026-01-23 11:10:08|
1680|5087442|240|MNLU234944|22|2026-01-23 11:10:08|
1680|5083929|240|UMXU246991|22|2026-01-19 09:16:02|
1680|5083929|240|UMXU246045|22|2026-01-19 09:16:02|
1680|5083929|240|UMXU634885|22|2026-01-19 09:16:02|
1680|5035180|800|53500|56|2026-01-19 16:02:02|
1680|5000912|240|532011|56|2026-01-14 12:06:02|
1680|5083929|240|UMXU891333|22|2026-01-19 09:16:02|
1680|5083929|240|UMXU892986|22|2026-01-19 09:16:02|
1669|5023109|430|MRSU4883044|3|2026-01-02 16:46:00|
1680|5083929|240|UMXU237209|22|2026-01-19 09:16:02|
1680|5083929|240|UMXU238259|22|2026-01-19 09:16:02|
1680|5083929|240|EMHU205740|22|2026-01-19 09:16:02|
1680|5083929|240|UMXU890945|22|2026-01-19 09:16:02|
1680|5083929|240|UMXU893364|22|2026-01-19 09:16:02|
1680|5083929|240|UMXU251237|22|2026-01-19 09:16:02|
3129|6000603|240|E23392|56|2026-01-21 12:03:03|
1680|6011245|240|TM2125|60|2026-01-16 17:19:04|
3949|5104849|071|53510|56|2026-01-08 09:19:03|
1680|5083929|240|UMXU237982|22|2026-01-19 09:16:02|
1680|5083929|240|UMXU635590|22|2026-01-19 09:16:02|
1680|5001378|270|UMXU268589|63|2026-01-08 18:09:02|
1680|5083929|240|UMXU237473|22|2026-01-19 09:16:02|
1680|5083929|240|UMXU896806|22|2026-01-19 09:16:02|
1680|5083929|240|UMXU267406|22|2026-01-19 09:16:02|
1680|5083929|240|UMXU939298|22|2026-01-19 09:16:02|
1680|5083929|240|UMXU246256|22|2026-01-19 09:16:02|
1680|5083929|240|SNLU222507|22|2026-01-19 09:16:02|
1680|5000912|240|UMXU890974|22|2026-01-14 12:06:02|
1680|5035180|800|532302|56|2026-01-19 16:02:02|
1680|5083929|240|UMXU930505|22|2026-01-19 09:16:02|
1680|5087442|240|UMXU636446|22|2026-01-23 11:10:08|
1680|5001378|270|UMXU255636|63|2026-01-08 18:09:02|
1680|5083929|240|UMXU636705|22|2026-01-19 09:16:02|
3949|5000639|672|08|60|2026-01-02 16:13:00|
1680|5083929|240|UMXU236870|22|2026-01-19 09:16:02|
1680|5083929|240|UMXU886879|22|2026-01-19 09:16:02|
1680|5001378|270|UMXU246432|63|2026-01-08 18:09:02|
3949|5001067|070|UMXU886901|22|2026-01-05 18:07:01|
1680|5001378|270|UMXU266553|63|2026-01-08 18:09:02|
1680|5035180|800|293|56|2026-01-19 16:02:02|
1680|5000912|240|242|56|2026-01-14 12:06:02|
3949|5104883|071|53-971|56|2026-01-09 10:46:01|
1680|5083929|240|UMXU256181|22|2026-01-19 09:16:02|
1680|5035180|800|UMXU257166|22|2026-01-19 16:02:02|
1680|5035180|800|487|56|2026-01-19 16:02:02|
1680|5083929|240|UMXU898774|22|2026-01-19 09:16:02|
3949|5001067|070|UMXU632057|22|2026-01-05 18:07:01|
3129|6000603|240|1224|56|2026-01-21 12:03:03|
1680|5035180|800|535332|56|2026-01-19 16:02:02|
1680|5083929|240|UMXU235777|22|2026-01-19 09:16:02|
1680|5087442|240|UMXU636043|22|2026-01-23 11:10:08|
3129|6000603|240|1056|56|2026-01-21 12:03:03|
3129|6000603|240|5309|56|2026-01-21 12:03:03|
1680|5000827|240|RHR890|56|2026-01-27 11:36:02|
1680|5083929|240|UMXU931184|22|2026-01-19 09:16:02|
1680|5083929|240|MNLU234704|22|2026-01-19 09:16:02|
1669|5023619|430|HAMU4240447|3|2026-01-08 15:21:01|
1680|5083929|240|MNLU234614|22|2026-01-19 09:16:02|
1680|5083929|240|UMXU247321|22|2026-01-19 09:16:02|
1680|5035180|800|UMXU268863|22|2026-01-19 16:02:02|
1669|5023108|430|TCLU1593824|3|2026-01-06 10:08:00|
3949|5000172|672|22|60|2026-01-07 13:21:01|
1680|5000827|240|RHR887|56|2026-01-27 11:36:02|
3129|6000603|240|84980MSA|56|2026-01-21 12:03:03|
3129|6000603|240|177|56|2026-01-21 12:03:03|
1680|5087442|240|UMXU637139|22|2026-01-23 11:10:08|
1680|5087442|240|SNLU992803|22|2026-01-23 11:10:08|
1680|5035180|800|53651|56|2026-01-19 16:02:02|
1680|5036308|240|N99965|60|2026-01-02 16:20:09|
1680|5000827|240|RHR882|56|2026-01-27 11:36:02|
1680|5035181|800|53677|56|2026-01-06 17:31:00|
1680|5035180|800|531112|56|2026-01-19 16:02:02|
1669|5023109|430|TRHU4308412|3|2026-01-02 16:46:00|
1680|5087442|240|UMXU930143|22|2026-01-23 11:10:08|
1680|5083929|240|TCZU646824|22|2026-01-19 09:16:02|
1680|5035180|800|UMXU885728|22|2026-01-19 16:02:02|
1680|5035180|800|532|56|2026-01-19 16:02:02|
1680|6024609|240|S411|56|2026-01-14 14:57:04|
3949|5001067|070|UMXU250881|22|2026-01-05 18:07:01|
1680|5036308|240|99908|60|2026-01-02 16:20:09|
1680|5087442|240|MNLU234897|22|2026-01-23 11:10:08|
1680|5087442|240|TCZU686458|22|2026-01-23 11:10:08|
1680|5087442|240|UMXU234394|22|2026-01-23 11:10:08|
