Patente|Pedimento|SeccionAduanera|Fraccion|SecuenciaFraccion|ClaveContribucion|FormaPago|ImportePago|FechaPagoReal
1733|6002732|640|73072202|5|6|0|42|2026-01-28 17:50:03|
3147|5005610|850|87089412|78|3|21|196|2026-01-26 19:51:12|
3949|6020001|670|70091099|344|6|0|4008|2026-01-13 15:53:00|
3949|6020001|670|85129007|1308|3|0|410|2026-01-13 15:53:00|
3949|6020001|670|39263002|51|6|0|14|2026-01-13 15:53:00|
1680|5000866|240|85392999|451|6|6|29|2026-01-27 17:59:02|
3949|6020001|670|76072002|526|3|0|162|2026-01-13 15:53:00|
1680|6002489|800|34039999|2|3|0|16608|2026-01-16 16:43:01|
3949|6000016|670|84818013|8|3|0|18|2026-01-22 11:38:01|
1680|6002465|800|76069299|1|3|0|644818|2026-01-21 15:15:05|
1869|6000036|180|72104999|4|6|6|354709|2026-01-21 16:06:00|
3147|5005570|850|87084099|17|3|21|26|2026-01-09 23:47:03|
1680|5000866|240|85261099|411|3|21|2324|2026-01-27 17:59:02|
3949|6020001|670|39235001|39|6|0|173|2026-01-13 15:53:00|
3949|5104841|071|84716004|35|3|21|2309|2026-01-09 13:40:01|
1669|6900631|430|83021002|161|3|21|264|2026-01-13 11:45:01|
3949|6000507|670|76020002|2|3|0|28360|2026-01-26 14:03:01|
1680|5000866|240|82041199|161|6|6|53|2026-01-27 17:59:02|
3949|6020001|670|85122002|1264|3|0|681|2026-01-13 15:53:00|
1680|6000837|800|82073003|1|3|0|22899|2026-01-13 12:09:02|
1669|6900631|430|87082999|501|6|6|154|2026-01-13 11:45:01|
3147|5038781|470|87085099|80|3|21|445|2026-01-29 22:00:01|
3949|6020001|670|73269099|510|6|0|193|2026-01-13 15:53:00|
1869|6000035|180|72255091|3|6|6|119936|2026-01-21 16:02:00|
3147|6000328|850|90318099|8|3|21|19719|2026-01-21 12:46:09|
1680|6024628|240|27101902|1|3|0|144148|2026-01-21 14:03:02|
3147|6001012|650|85176217|486|3|0|475|2026-01-16 12:14:01|
3949|5104842|071|82090001|43|3|21|84346|2026-01-13 15:07:01|
3147|5038781|470|87089199|51|3|21|208|2026-01-29 22:00:01|
3949|6020001|670|73269099|522|3|0|564|2026-01-13 15:53:00|
1669|6900631|430|84099199|186|3|21|1461|2026-01-13 11:45:01|
1669|6900631|430|87085099|634|3|21|3955|2026-01-13 11:45:01|
1680|5000827|240|90328999|467|6|6|146|2026-01-27 11:36:02|
1680|5000827|240|87089412|415|3|21|666|2026-01-27 11:36:02|
1669|6900631|430|87084099|618|3|21|458|2026-01-13 11:45:01|
3949|6020001|670|85118003|1256|3|0|639|2026-01-13 15:53:00|
3949|6020001|670|35069199|11|6|0|572|2026-01-13 15:53:00|
1680|5000827|240|84137007|139|3|21|1208|2026-01-27 11:36:02|
3949|6020001|670|73269099|518|6|0|16|2026-01-13 15:53:00|
3147|6001012|650|85371004|121|3|0|17|2026-01-16 12:14:01|
3147|5005609|850|87082916|80|3|21|441|2026-01-20 14:43:15|
1680|6024629|240|27101902|1|6|0|26054|2026-01-21 14:04:04|
3147|6001012|650|39269099|339|6|0|1|2026-01-16 12:14:01|
3949|6020001|670|49089099|2438|3|0|1213|2026-01-13 15:53:00|
3147|5038222|470|85444299|28|3|21|171|2026-01-27 13:49:03|
3949|6020001|670|39199099|27|3|0|20|2026-01-13 15:53:00|
1669|6900631|430|83023091|170|6|6|123|2026-01-13 11:45:01|
1669|6900631|430|87082999|546|6|6|181|2026-01-13 11:45:01|
1680|5000827|240|87088005|391|3|21|144|2026-01-27 11:36:02|
1680|5000827|240|90329002|471|3|21|62|2026-01-27 11:36:02|
1669|6900631|430|87082999|522|6|6|3315|2026-01-13 11:45:01|
3949|5104840|071|85444299|174|3|21|2873|2026-01-14 15:39:02|
3949|6020001|670|32149099|3|3|0|5640|2026-01-13 15:53:00|
1680|5000866|240|39235001|16|3|21|2007|2026-01-27 17:59:02|
3949|6020001|670|83012002|534|6|0|16|2026-01-13 15:53:00|
3147|5005609|850|73269099|19|6|6|46|2026-01-20 14:43:15|
3949|6000016|670|87089999|10|3|0|258|2026-01-22 11:38:01|
3147|5005608|850|87082999|53|6|6|82|2026-01-20 14:03:06|
3147|6001012|650|87083011|201|6|0|7|2026-01-16 12:14:01|
3949|6020001|670|83012002|546|6|0|64|2026-01-13 15:53:00|
1680|5000827|240|85122099|231|6|6|23|2026-01-27 11:36:02|
3949|5104841|071|84213905|22|3|21|4406|2026-01-09 13:40:01|
3949|5104840|071|84834009|134|3|21|12683|2026-01-14 15:39:02|
1669|6900631|430|87088005|663|3|21|77|2026-01-13 11:45:01|
3147|5038653|470|87089999|175|3|21|355|2026-01-29 22:06:01|
1680|5000866|240|85182102|400|3|21|875|2026-01-27 17:59:02|
3949|5104842|071|84669399|50|3|21|15468|2026-01-13 15:07:01|
3949|5104840|071|84733004|110|3|21|5278|2026-01-14 15:39:02|
3949|5104841|071|40103502|6|3|21|1071|2026-01-09 13:40:01|
3147|5038653|470|85443099|127|6|6|78|2026-01-29 22:06:01|
3147|5005570|850|85437099|93|3|21|11|2026-01-09 23:47:03|
3147|6001012|650|94019999|25|6|0|123|2026-01-16 12:14:01|
3147|5005608|850|40169304|13|3|21|27|2026-01-20 14:03:06|
3949|6000017|670|84836099|17|3|0|59|2026-01-22 11:38:02|
3147|6001012|650|87084099|53|6|0|10|2026-01-16 12:14:01|
3949|6020001|670|73202005|482|3|0|728|2026-01-13 15:53:00|
3147|5038653|470|85011010|37|3|21|34|2026-01-29 22:06:01|
3949|5104841|071|73181606|14|6|6|318|2026-01-09 13:40:01|
3949|5104840|071|73182999|46|6|6|8093|2026-01-14 15:39:02|
3949|6020001|670|84152001|853|3|0|548|2026-01-13 15:53:00|
1680|5000827|240|87088010|395|3|21|849|2026-01-27 11:36:02|
1680|5000866|240|84139113|242|3|21|380|2026-01-27 17:59:02|
3949|5060540|071|853710|6|6|6|821578|2026-01-09 16:59:03|
3949|5104840|071|40169901|28|3|21|985|2026-01-14 15:39:02|
3949|5104841|071|84821099|41|3|21|31986|2026-01-09 13:40:01|
1680|5000866|240|70071199|96|3|21|514|2026-01-27 17:59:02|
3949|6020001|670|87082908|1647|3|0|116|2026-01-13 15:53:00|
3147|6001012|650|87082999|37|3|0|21|2026-01-16 12:14:01|
3147|6000328|850|90318099|9|3|21|2083|2026-01-21 12:46:09|
3949|6020001|670|76090002|528|6|0|933|2026-01-13 15:53:00|
3376|6001547|240|73269099|34|3|21|6|2026-01-16 10:05:08|
3949|5104841|071|85366999|63|3|21|860|2026-01-09 13:40:01|
3147|5038481|470|87082999|14|6|6|118|2026-01-29 19:09:00|
3949|6020001|670|73181606|438|6|0|613|2026-01-13 15:53:00|
3949|5104841|071|84669399|32|3|21|11628|2026-01-09 13:40:01|
1669|6900631|430|87089199|686|3|21|501|2026-01-13 11:45:01|
3147|5038653|470|83023091|70|6|6|30|2026-01-29 22:06:01|
1680|5000827|240|87084099|371|6|6|305|2026-01-27 11:36:02|
1669|6900631|430|84821099|268|3|21|38|2026-01-13 11:45:01|
3949|6020001|670|70091099|364|3|0|1355|2026-01-13 15:53:00|
1680|6024602|240|27101902|1|3|0|29853|2026-01-14 12:45:03|
1680|5000866|240|84099199|200|3|21|1732|2026-01-27 17:59:02|
3949|6020001|670|87084099|1872|6|0|1157|2026-01-13 15:53:00|
3376|6001547|240|73269099|19|3|21|6|2026-01-16 10:05:08|
3949|6020001|670|87088005|1998|3|0|184|2026-01-13 15:53:00|
3949|6020001|670|39269013|93|3|0|29|2026-01-13 15:53:00|
3376|6001547|240|73269099|21|3|21|6|2026-01-16 10:05:08|
3949|6020001|670|85371099|1464|3|0|218|2026-01-13 15:53:00|
1680|5000866|240|84133099|228|3|21|927|2026-01-27 17:59:02|
3949|6020001|670|73182999|466|6|0|12|2026-01-13 15:53:00|
3949|6020001|670|85443099|1552|3|0|897|2026-01-13 15:53:00|
3949|6020001|670|72111999|366|3|0|73|2026-01-13 15:53:00|
1680|5000866|240|90262099|706|3|21|443|2026-01-27 17:59:02|
3147|5005610|850|84099199|21|3|21|504|2026-01-26 19:51:12|
3949|6020001|670|84835003|1110|3|0|1245|2026-01-13 15:53:00|
3949|6020001|670|87081099|1576|3|0|15|2026-01-13 15:53:00|
1669|6900631|430|87082999|520|3|21|1371|2026-01-13 11:45:01|
1680|5000866|240|40161001|71|3|21|945|2026-01-27 17:59:02|
3949|6020001|670|85371099|2621|3|0|1967|2026-01-13 15:53:00|
3147|6001012|650|85269201|261|3|0|32|2026-01-16 12:14:01|
3949|6020001|670|84818021|959|3|0|426|2026-01-13 15:53:00|
3949|6020001|670|73269099|508|6|0|181|2026-01-13 15:53:00|
3147|6001012|650|87082999|245|6|0|20|2026-01-16 12:14:01|
1669|6900631|430|87083004|549|3|21|79074|2026-01-13 11:45:01|
1680|5000866|240|87082901|491|3|21|597|2026-01-27 17:59:02|
1669|5003140|510|87081099|207|3|21|341|2026-01-13 17:37:00|
3949|6020001|670|87082201|1596|3|0|182|2026-01-13 15:53:00|
3949|6020001|670|84099199|685|3|0|9117|2026-01-13 15:53:00|
1680|5000827|240|90328999|469|3|21|169|2026-01-27 11:36:02|
1680|5000866|240|87089199|634|6|6|4298|2026-01-27 17:59:02|
3949|6020001|670|56081999|318|3|0|65|2026-01-13 15:53:00|
1680|5031285|800|40112006|1|3|21|2021850|2026-01-13 10:45:03|
3949|6020001|670|87089412|2130|3|0|899|2026-01-13 15:53:00|
3147|5038653|470|87088007|27|3|21|1907|2026-01-29 22:06:01|
1669|5003140|510|87083011|300|6|6|13|2026-01-13 17:37:00|
3147|6001206|470|90318099|9|3|21|5521|2026-01-20 16:41:02|
3949|6020001|670|39263002|66|6|0|17|2026-01-13 15:53:00|
3949|6020001|670|73261999|500|3|0|83|2026-01-13 15:53:00|
3147|6001012|650|85013103|455|6|0|123|2026-01-16 12:14:01|
3949|6020001|670|85392999|1487|6|0|14|2026-01-13 15:53:00|
1680|5000866|240|85443099|472|6|6|291|2026-01-27 17:59:02|
3949|6020001|670|73182403|452|3|0|14|2026-01-13 15:53:00|
3949|6020001|670|84099999|727|6|0|68|2026-01-13 15:53:00|
3949|6020001|670|85176217|1342|3|0|44|2026-01-13 15:53:00|
1680|5000866|240|85122002|372|3|21|10664|2026-01-27 17:59:02|
1680|5000866|240|87085099|582|3|21|1859|2026-01-27 17:59:02|
3949|6020001|670|40093106|147|3|0|2934|2026-01-13 15:53:00|
3949|6020001|670|84841001|1132|6|0|249|2026-01-13 15:53:00|
3949|6020001|670|73182999|468|3|0|98|2026-01-13 15:53:00|
1680|5000827|240|85269299|255|6|6|381|2026-01-27 11:36:02|
3949|6020001|670|84139113|2511|3|0|85|2026-01-13 15:53:00|
3147|6001012|650|39269099|346|3|0|7|2026-01-16 12:14:01|
3949|6020001|670|85129007|1328|3|0|17|2026-01-13 15:53:00|
1669|5003140|510|84099199|106|3|21|20|2026-01-13 17:37:00|
3147|6001012|650|73181606|225|6|0|34|2026-01-16 12:14:01|
1669|5003140|510|87089305|354|3|21|323|2026-01-13 17:37:00|
3147|5038653|470|87082201|136|3|21|892|2026-01-29 22:06:01|
3949|6020001|670|73269099|504|3|0|13|2026-01-13 15:53:00|
1680|5092160|240|85444299|28|6|6|3337|2026-01-09 17:18:04|
3949|6020001|670|87081099|1574|3|0|801|2026-01-13 15:53:00|
1680|5000866|240|84849099|340|3|21|68|2026-01-27 17:59:02|
1680|5000827|240|73181599|82|6|6|226|2026-01-27 11:36:02|
1680|5031291|800|85044099|1|3|21|214266|2026-01-12 12:44:02|
3949|6020001|670|84841001|1140|6|0|30|2026-01-13 15:53:00|
3949|6020001|670|39233002|33|3|0|748|2026-01-13 15:53:00|
1680|5000866|240|87082907|504|3|21|10703|2026-01-27 17:59:02|
3949|6020001|670|34039999|8|3|0|103|2026-01-13 15:53:00|
3147|6001012|650|87089103|374|6|0|123|2026-01-16 12:14:01|
3949|6020001|670|84818022|969|3|0|738|2026-01-13 15:53:00|
1669|6900631|430|83012002|146|6|6|613|2026-01-13 11:45:01|
3147|6001012|650|85443099|137|3|0|119|2026-01-16 12:14:01|
3949|6020001|670|73181599|395|6|0|14|2026-01-13 15:53:00|
1680|5000866|240|87081099|484|6|6|25226|2026-01-27 17:59:02|
3949|6020001|670|39263002|61|3|0|713|2026-01-13 15:53:00|
3949|6020001|670|84841001|1128|6|0|5|2026-01-13 15:53:00|
3949|6020001|670|39269099|115|3|0|30|2026-01-13 15:53:00|
1680|5000866|240|84835003|320|3|21|640|2026-01-27 17:59:02|
1680|5000866|240|84249001|276|3|21|2854|2026-01-27 17:59:02|
1669|6900631|430|85114004|308|3|21|1087|2026-01-13 11:45:01|
3949|6020001|670|84849099|1156|3|0|85|2026-01-13 15:53:00|
3949|6020001|670|87085099|1922|6|0|3627|2026-01-13 15:53:00|
1680|5000866|240|87083011|551|3|21|731|2026-01-27 17:59:02|
1669|5003140|510|87089999|374|3|21|36|2026-01-13 17:37:00|
1680|6011236|240|87043199|1|3|0|301211|2026-01-15 18:33:10|
3949|6020001|670|73181606|436|3|0|69|2026-01-13 15:53:00|
3949|6020001|670|85371004|1444|6|0|17|2026-01-13 15:53:00|
3147|6001012|650|87082999|177|6|0|1381|2026-01-16 12:14:01|
3949|6020001|670|73181599|2451|3|0|4392|2026-01-13 15:53:00|
1680|5000866|240|85115091|368|3|21|20351|2026-01-27 17:59:02|
3949|6020001|670|73181599|387|3|0|41|2026-01-13 15:53:00|
3949|6020001|670|87082901|1612|3|0|942|2026-01-13 15:53:00|
3949|6020001|670|85443099|1542|3|0|453|2026-01-13 15:53:00|
1680|5000866|240|84139113|243|3|21|118|2026-01-27 17:59:02|
3147|5005611|850|87089999|104|3|21|2389|2026-01-27 23:24:03|
3949|6020001|670|39235001|41|6|0|10|2026-01-13 15:53:00|
3949|6020001|670|84135099|783|3|0|2647|2026-01-13 15:53:00|
3949|6020001|670|73181599|415|6|0|13196|2026-01-13 15:53:00|
1680|5000866|240|84819005|296|3|21|67|2026-01-27 17:59:02|
3949|6020001|670|70071199|327|3|0|24|2026-01-13 15:53:00|
1680|6002484|800|76069299|1|3|13|799439|2026-01-16 10:07:01|
1669|6900631|430|73181599|110|6|6|7|2026-01-13 11:45:01|
3949|6020001|670|39235001|50|6|0|488|2026-01-13 15:53:00|
3147|5005608|850|85443099|48|3|21|80|2026-01-20 14:03:06|
3949|6020001|670|85395201|1499|3|0|22|2026-01-13 15:53:00|
3147|5038653|470|87089999|80|3|21|275|2026-01-29 22:06:01|
3949|6020001|670|84133003|748|6|0|4844|2026-01-13 15:53:00|
1669|6900631|430|73182403|134|3|21|45|2026-01-13 11:45:01|
3949|6020001|670|87088005|1990|3|0|82|2026-01-13 15:53:00|
1680|5000827|240|84099999|131|6|6|20|2026-01-27 11:36:02|
3147|5038781|470|87082901|30|3|21|38|2026-01-29 22:00:01|
3949|6020001|670|87085099|1930|6|0|24|2026-01-13 15:53:00|
3949|6020001|670|85011010|1176|3|0|230|2026-01-13 15:53:00|
3949|6020001|670|87088007|2013|6|0|41|2026-01-13 15:53:00|
3147|5038653|470|85129007|3|3|21|416|2026-01-29 22:06:01|
1669|5003140|510|87089999|383|3|21|408|2026-01-13 17:37:00|
3147|6001012|650|94019999|21|6|0|89|2026-01-16 12:14:01|
1680|5031269|800|84099199|1|3|21|681747|2026-01-13 11:21:08|
3949|6020001|670|90328999|2365|3|0|8227|2026-01-13 15:53:00|
3147|6001012|650|87084099|61|6|0|255|2026-01-16 12:14:01|
3949|6020001|670|73202005|2459|3|0|1843|2026-01-13 15:53:00|
1680|5000866|240|84145999|252|3|21|299|2026-01-27 17:59:02|
1680|6024611|240|27101902|1|3|0|147046|2026-01-14 14:58:06|
3949|6020001|670|85015305|1204|6|0|2989|2026-01-13 15:53:00|
1669|6900631|430|85269299|340|6|6|48|2026-01-13 11:45:01|
3147|5038653|470|87082999|92|6|6|68|2026-01-29 22:06:01|
3147|5038781|470|40093205|16|3|21|18|2026-01-29 22:00:01|
3949|6020001|670|87085099|1910|6|0|66|2026-01-13 15:53:00|
3949|6020001|670|87082923|1676|3|0|25|2026-01-13 15:53:00|
1680|5092160|240|84313999|7|3|21|4593|2026-01-09 17:18:04|
3147|5038653|470|83023091|68|6|6|173|2026-01-29 22:06:01|
1669|5003140|510|87089999|382|3|21|274|2026-01-13 17:37:00|
3147|6001012|650|85371099|113|3|0|32|2026-01-16 12:14:01|
3949|6020001|670|85371099|1460|3|0|381|2026-01-13 15:53:00|
3949|6020001|670|85392999|1480|6|0|15|2026-01-13 15:53:00|
3147|6001012|650|87089305|81|3|0|127|2026-01-16 12:14:01|
3147|5005570|850|87082201|69|6|6|734|2026-01-09 23:47:03|
1680|5000866|240|84139113|243|6|6|190|2026-01-27 17:59:02|
1680|5092160|240|85076001|19|3|21|3710|2026-01-09 17:18:04|
1669|6900631|430|73181606|126|3|21|60|2026-01-13 11:45:01|
3147|5005657|850|73181606|1|6|6|2552|2026-01-08 21:10:03|
1680|5000866|240|83012002|165|3|21|50|2026-01-27 17:59:02|
3147|5038653|470|87088007|17|3|21|5790|2026-01-29 22:06:01|
3949|6020001|670|85444299|1562|3|0|182|2026-01-13 15:53:00|
3949|6020001|670|84879099|1160|3|0|23|2026-01-13 15:53:00|
3949|6020001|670|85115091|1248|3|0|565|2026-01-13 15:53:00|
1680|5000827|240|84818013|159|3|21|229|2026-01-27 11:36:02|
3949|6020001|670|90328999|2371|6|0|818|2026-01-13 15:53:00|
3147|6001012|650|90329002|422|3|0|32|2026-01-16 12:14:01|
3949|6020001|670|85395201|1500|3|0|688|2026-01-13 15:53:00|
3949|6020001|670|85437099|1528|3|0|665|2026-01-13 15:53:00|
3147|6001012|650|90329002|97|3|0|16|2026-01-16 12:14:01|
3949|6020001|670|90328999|2363|6|0|408|2026-01-13 15:53:00|
3147|5038653|470|84152001|163|3|21|1747|2026-01-29 22:06:01|
1669|5003140|510|39269099|26|3|21|170|2026-01-13 17:37:00|
3949|6020001|670|87082201|1600|3|0|63467|2026-01-13 15:53:00|
3949|6020001|670|39269013|91|3|0|31|2026-01-13 15:53:00|
1680|5000866|240|83023091|174|6|6|586|2026-01-27 17:59:02|
1680|5000866|240|84099199|205|3|21|8839|2026-01-27 17:59:02|
1669|6900631|430|87081099|408|6|6|74|2026-01-13 11:45:01|
3949|6020001|670|87082907|1640|3|0|1400|2026-01-13 15:53:00|
1669|5003140|510|39263002|18|6|6|91|2026-01-13 17:37:00|
1680|5000866|240|85443099|468|6|6|17|2026-01-27 17:59:02|
3949|5104842|071|82076006|21|6|6|19859|2026-01-13 15:07:01|
3147|6001012|650|40169999|450|3|0|2|2026-01-16 12:14:01|
3147|6001013|650|83023091|1|6|0|217|2026-01-13 10:26:01|
3949|6020001|670|39269099|2413|3|0|5354|2026-01-13 15:53:00|
3147|6001012|650|83012002|442|3|0|91|2026-01-16 12:14:01|
3949|6020001|670|84813099|943|3|0|93|2026-01-13 15:53:00|
1680|5000866|240|87083009|548|6|6|5234|2026-01-27 17:59:02|
3949|6020001|670|84145999|841|3|0|1193|2026-01-13 15:53:00|
3949|6020001|670|84133099|759|3|0|1296|2026-01-13 15:53:00|
1680|6024603|240|27101902|2|6|0|1686|2026-01-14 12:48:03|
3147|5005611|850|87081099|65|3|21|689|2026-01-27 23:24:03|
3147|5005611|850|84143002|29|6|6|408|2026-01-27 23:24:03|
1669|6900631|430|87089999|782|3|21|917|2026-01-13 11:45:01|
3949|6020001|670|85013199|1200|6|0|1504|2026-01-13 15:53:00|
3949|6020001|670|84143006|833|3|0|2496|2026-01-13 15:53:00|
3147|5038653|470|83023091|154|6|6|159|2026-01-29 22:06:01|
3949|6020001|670|85389001|2623|3|0|213|2026-01-13 15:53:00|
3147|6001012|650|84199004|418|3|0|16|2026-01-16 12:14:01|
3949|6020001|670|87085099|1927|6|0|33|2026-01-13 15:53:00|
1669|6900631|430|83023091|166|3|21|64|2026-01-13 11:45:01|
3147|5005608|850|87082999|55|6|6|7602|2026-01-20 14:03:06|
1669|5003140|510|85371004|176|3|21|1718|2026-01-13 17:37:00|
3147|5005611|850|94019999|111|3|21|239|2026-01-27 23:24:03|
1669|5003140|510|39263002|6|6|6|8|2026-01-13 17:37:00|
3949|6020001|670|87082999|1696|3|0|168|2026-01-13 15:53:00|
1669|6900631|430|84099199|178|3|21|266|2026-01-13 11:45:01|
1680|6024638|240|27101902|1|6|0|25375|2026-01-28 12:34:07|
3147|5038653|470|83023091|179|3|21|15|2026-01-29 22:06:01|
3949|6020001|670|85443099|1546|3|0|253|2026-01-13 15:53:00|
1680|6000838|800|84716004|1|3|0|10928|2026-01-13 12:04:00|
3949|6020001|670|85129007|1316|3|0|74|2026-01-13 15:53:00|
1680|5000866|240|87082999|528|3|21|25492|2026-01-27 17:59:02|
1680|5092160|240|85444299|28|3|21|11298|2026-01-09 17:18:04|
3147|6001012|650|87082999|363|3|0|43|2026-01-16 12:14:01|
3949|6020001|670|84818099|995|6|0|192|2026-01-13 15:53:00|
3949|6020001|670|87082999|1706|3|0|79|2026-01-13 15:53:00|
3147|6001012|650|84149010|145|6|0|74|2026-01-16 12:14:01|
1669|5003140|510|87088012|343|3|21|70|2026-01-13 17:37:00|
1680|5000866|240|87089203|639|3|21|11465|2026-01-27 17:59:02|
1669|6900631|430|87081099|428|6|6|301|2026-01-13 11:45:01|
3949|6020001|670|87088011|2044|3|0|5|2026-01-13 15:53:00|
1680|5092189|240|85044099|21|3|21|6522|2026-01-09 14:53:02|
1680|5000866|240|87089203|638|3|21|1784|2026-01-27 17:59:02|
1680|5000866|240|87088007|618|3|21|9784|2026-01-27 17:59:02|
3949|6020001|670|39269099|114|3|0|4|2026-01-13 15:53:00|
3949|6020001|670|87082999|1712|6|0|208|2026-01-13 15:53:00|
1669|6900631|430|87081099|408|3|21|130|2026-01-13 11:45:01|
1680|5000866|240|73181599|124|3|21|14193|2026-01-27 17:59:02|
3949|6020001|670|90321099|2353|6|0|695|2026-01-13 15:53:00|
3147|6001012|650|87082999|13|3|0|192|2026-01-16 12:14:01|
1669|5003140|510|87089999|387|3|21|2518|2026-01-13 17:37:00|
3949|6020001|670|87085099|1911|6|0|218|2026-01-13 15:53:00|
3147|5005608|850|84213201|31|3|21|11478|2026-01-20 14:03:06|
3949|6020001|670|38200001|2400|3|0|19117|2026-01-13 15:53:00|
1680|5000866|240|87083099|563|3|21|283|2026-01-27 17:59:02|
3949|6020001|670|87088099|2058|6|0|825|2026-01-13 15:53:00|
3949|6020001|670|87082999|1720|6|0|20064|2026-01-13 15:53:00|
1669|6900631|430|87083099|563|3|21|655|2026-01-13 11:45:01|
3147|5038653|470|39263002|144|6|6|8|2026-01-29 22:06:01|
3147|5038653|470|85442099|48|3|21|79|2026-01-29 22:06:01|
3949|6020001|670|40169304|235|3|0|315|2026-01-13 15:53:00|
3949|6020001|670|40169304|267|3|0|9|2026-01-13 15:53:00|
1669|6900631|430|85269299|340|3|21|85|2026-01-13 11:45:01|
3147|5038653|470|40093205|148|3|21|98|2026-01-29 22:06:01|
1669|6900631|430|87082201|432|3|21|582|2026-01-13 11:45:01|
3147|5005608|850|73181606|19|3|21|17|2026-01-20 14:03:06|
1669|6900631|430|39263002|10|3|21|993|2026-01-13 11:45:01|
3949|6020001|670|83017002|563|3|0|65|2026-01-13 15:53:00|
3147|6001012|650|87089305|77|3|0|32|2026-01-16 12:14:01|
1680|5031263|800|84133099|1|3|21|480689|2026-01-12 10:16:01|
1680|5000866|240|87082923|520|3|21|139|2026-01-27 17:59:02|
1669|6900631|430|84841001|292|6|6|365|2026-01-13 11:45:01|
3949|6020001|670|40103301|195|3|0|32|2026-01-13 15:53:00|
3949|6020001|670|84833004|2552|3|0|265|2026-01-13 15:53:00|
3147|5038653|470|87082999|21|6|6|249|2026-01-29 22:06:01|
3147|5038653|470|87088010|186|3|21|173|2026-01-29 22:06:01|
3949|6020001|670|39263002|2408|3|0|600|2026-01-13 15:53:00|
3949|6020001|670|40091203|139|3|0|110|2026-01-13 15:53:00|
3949|6020001|670|87082999|1730|3|0|18533|2026-01-13 15:53:00|
3147|5005611|850|85443099|60|3|21|129|2026-01-27 23:24:03|
3949|5104842|071|82077003|25|3|21|23323|2026-01-13 15:07:01|
3147|6001012|650|87084099|60|6|0|108|2026-01-16 12:14:01|
3949|6020001|670|87082913|1658|3|0|25|2026-01-13 15:53:00|
3949|6020001|670|87083099|2673|3|0|3627|2026-01-13 15:53:00|
3376|6001547|240|73269099|16|6|6|6|2026-01-16 10:05:08|
1669|6900631|430|85013103|300|3|21|1360|2026-01-13 11:45:01|
1680|5000866|240|84879099|343|3|21|5288|2026-01-27 17:59:02|
3949|5060540|071|853710|6|3|21|1456494|2026-01-09 16:59:03|
3949|6020001|670|85115091|1247|3|0|15476|2026-01-13 15:53:00|
3949|6020001|670|84099199|2496|3|0|33854|2026-01-13 15:53:00|
3147|5038653|470|85437099|219|3|21|107|2026-01-29 22:06:01|
3147|5038653|470|87082999|35|3|21|50|2026-01-29 22:06:01|
3949|6020001|670|56081999|2440|3|0|26|2026-01-13 15:53:00|
3949|6020001|670|70091099|347|6|0|453|2026-01-13 15:53:00|
3949|6020001|670|84133099|773|3|0|833|2026-01-13 15:53:00|
