Patente|Pedimento|SeccionAduanera|FechaFacturacion|NumeroFactura|TerminoFacturacion|MonedaFacturacion|ValorDolares|ValorMonedaExtranjera|PaisFacturacion|EntidadFedFacturacion|IndentFiscalProveedor|ProveedorMercancia|CalleProveedor|NumInteriorProveedor|NumExteriorProveedor|CpProveedor|MunicipioProveedor|FechaPagoReal
3949|5060523|071|2025-12-11|COVE257VBJMI8|FOB|USD|1.00|1.00|MEX| |380549190|FORD KENTUCKY TRUCK PLANT 2|3001 CHAMBERLAIN LANE||S/N|402411985|LOUISVILLE|2026-01-08 12:49:05|
1680|5005483|230|2025-12-07|COVE257V35MK6|FOB|USD|250522.98|250522.98|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:36:00|
3949|5060523|071|2025-12-15|COVE257VHS0S5|FOB|USD|1.00|1.00|MEX| |380549190|FORD KENTUCKY TRUCK PLANT 2|3001 CHAMBERLAIN LANE||S/N|402411985|LOUISVILLE|2026-01-08 12:49:05|
3949|5003053|672|2025-12-04|COVE257UZ5QY6|FCA|USD|1.00|1.00|MEX| |38-0549190|FORD LOUISVILLE ASSEMBLY|2000 FERN VALLEY RD||S/N|402133502|LOUISVILLE|2026-01-08 12:27:00|
1680|5005483|230|2025-12-13|COVE257VGU9U7|FOB|USD|209368.89|209368.89|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:36:00|
3949|5004809|160|2025-12-08|COVE257V4WFK5|FCA|EUR|1824.18|1572.30|BEL| |BE0469459412|FACIL EUROPE BVBA|GELEENLAAN 20||S/N|3600|GENK|2026-01-08 12:55:04|
3949|5060523|071|2025-11-28|COVE257UNI788|FOB|USD|1.00|1.00|MEX| |380549190|FORD KENTUCKY TRUCK PLANT 2|3001 CHAMBERLAIN LANE||S/N|402411985|LOUISVILLE|2026-01-08 12:49:05|
1680|5005482|230|2025-12-20|COVE257VUM8F2|FOB|USD|150677.62|150677.62|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5005481|230|2025-12-03|COVE257UW9U91|FOB|USD|1.00|1.00|MEX| |13-3221850.|CASCO AUTOMOTIVE ( SUZHOU ) CO.  LT|1357 VETERANS WAY||S/N|422617361|MORGANTOWN|2026-01-06 13:16:01|
3949|5060529|071|2025-12-02|COVE257URTC47|FOB|USD|1.00|1.00|MEX| |38-0549190|FORD LOUISVILLE ASSEMBLY|2000 FERN VALLEY RD||S/N|402133502|LOUISVILLE|2026-01-05 14:50:01|
1680|6011243|240||COVE267WZEL86|DAP| ||| | |380549190|FORD MOTOR COMPANY||||||2026-01-16 18:26:15|
3949|5060546|071|2025-12-03|COVE257UUE6K3|FCA|USD|1.00|1.00|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-08 18:03:01|
1680|5005478|230|2025-12-05|COVE257V1MRS7|FCA|CAD|13136.20|18313.40|CAN| |103558136RT0001|AUTONEUM NORTH AMERICA  LTD|500 HIGHWAY 3||S/N|N4G 4H8|TILLSONBURG|2026-01-07 12:19:01|
1680|5050296|800|2025-12-08|COVE257V40GX8|FOB|USD|1.00|1.00|MEX| |38-3610909|TI GROUP AUTOMOTIVE SYSTEMS S DE RL|3900 URSULA AVENUE||S/N|785039006|MCALLEN|2026-01-08 15:47:01|
1680|5005482|230|2025-12-24|COVE257W0GQR2|FOB|USD|189143.13|189143.13|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
3949|5060533|071|2025-12-16|COVE257VKJ3U3|FOB|USD|1.00|1.00|MEX| |04-3590499|IFA ROTORION NORTH AMERICA LLC|479 TRADE CENTER PARKWAY||S/N|294837432|SUMMERVILLE|2026-01-08 14:45:01|
1680|5005483|230|2025-12-08|COVE257V3DF65|FOB|USD|222306.58|222306.58|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:36:00|
1680|5005478|230|2025-12-08|COVE257V5C4Q4|FCA|USD|165203.38|165203.38|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-07 12:19:01|
1669|5000222|810|2025-12-10|COVE257V9I833|FCA|EUR|553.00|476.64|DEU| |DE815121918|ITW FASTENER PRODUCTS GMBH|AM PULVERHAEUSCHEN 7||S/N|67673|ENKENBACH-ALSENBORN|2026-01-08 15:44:00|
1680|5005478|230|2025-12-05|COVE257V03HR7|FCA|USD|61800.76|61800.76|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-07 12:19:01|
1680|5005482|230|2025-12-08|COVE257V3G543|FOB|USD|191515.11|191515.11|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5005482|230|2025-12-10|COVE257V988Z8|FOB|USD|191929.55|191929.55|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
3949|5004809|160|2025-12-23|COVE257VXVT84|FCA|CNY|41539.26|293875.20|CHN| |310114679379765|APTIV ELECTRICAL CENTERS (SHANGHAI)|NO 200 YUANGUO ROAD||S/N|201814|SHANGHAI|2026-01-08 12:55:04|
1680|5005482|230|2025-12-24|COVE257W0GRZ4|FOB|USD|151205.74|151205.74|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5005482|230|2025-12-08|COVE257V3IHT4|FOB|USD|149888.83|149888.83|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
3949|5060525|071|2025-12-19|COVE257VU14C3|FOB|USD|16841.52|16841.52|MEX| |752853926|AER MANUFACTURING INC|2004 CHENAULT RD||S/N|750065020|CARROLLTON|2026-01-07 15:09:01|
3949|5060546|071|2025-11-29|COVE257UO1256|FCA|USD|1.00|1.00|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-08 18:03:01|
1680|5005476|230|2025-11-29|COVE257UOOFS7|FCA|USD|241019.31|241019.31|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-05 19:05:01|
1680|6002461|800||COVE24740V855|DAP| ||| | |41-2098321|NOVELIS CORPORATION||||||2026-01-14 13:26:01|
1680|5005482|230|2025-12-22|COVE257VVHKD8|FOB|USD|149256.03|149256.03|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5005484|230|2025-12-01|COVE257UP16I4|FOB|USD|214015.58|214015.58|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:00|
3949|5004809|160|2025-11-28|COVE257UMDHG1|FCA|EUR|4807.87|4144.00|DEU| |DE341447066|AUMOVIO GERMANY GMBH|ALFRED-TEVES STRASSE||11|38518|GIFHORN|2026-01-08 12:55:04|
3949|5060523|071|2025-12-14|COVE257VGXQV7|FOB|USD|1.00|1.00|MEX| |380549190|FORD KENTUCKY TRUCK PLANT 2|3001 CHAMBERLAIN LANE||S/N|402411985|LOUISVILLE|2026-01-08 12:49:05|
1680|5005482|230|2025-12-05|COVE257V04ZD5|FOB|USD|129029.37|129029.37|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5005482|230|2025-12-09|COVE257V6LD66|FOB|USD|189584.77|189584.77|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5005482|230|2025-12-26|COVE257W1RVD7|FOB|USD|196140.95|196140.95|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5005482|230|2025-12-06|COVE257V2NLB1|FOB|USD|193090.47|193090.47|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5005482|230|2025-12-01|COVE257UPDCV7|FOB|USD|146994.34|146994.34|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1669|5000226|810|2025-12-01|COVE257UQ6OD3|FCA|EUR|32007.04|27587.52|TUR| |9220036550|VALEO OTOMOTIV SISTEMLERI|YALOVA YOLU 12 KM||S/N|16335|BURSA|2026-01-08 15:17:01|
1680|5005484|230|2025-12-03|COVE257UUF2X2|FOB|USD|222242.56|222242.56|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:00|
1680|5005476|230|2025-12-05|COVE257UZ9K45|FCA|USD|109805.13|109805.13|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-05 19:05:01|
1680|5005476|230|2025-12-03|COVE257UVPQH6|FCA|USD|319796.29|319796.29|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-05 19:05:01|
1680|5005476|230|2025-12-04|COVE257UZ7H31|FCA|USD|26897.32|26897.32|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-05 19:05:01|
1680|5005485|230|2025-12-14|COVE257VHBGJ7|FOB|USD|1.00|1.00|MEX| |38-0549190|FORD DEARBORN ENGINE|3001 MILLER RD||S/N|481201458|DEARBORN|2026-01-06 13:18:03|
1680|6002459|800||COVE246ZKAVG4|DAP| ||| | |41-2098321|NOVELIS CORPORATION||||||2026-01-14 13:24:03|
1680|5005476|230|2025-12-15|COVE257VJJPZ7|FCA|USD|108422.78|108422.78|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-05 19:05:01|
1680|5005478|230|2025-12-22|COVE257VVH042|FCA|USD|560218.34|560218.34|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-07 12:19:01|
1680|5070742|240|2025-12-13|COVE257VGPWD8|FOB|USD|427574.76|427574.76|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-08 17:17:04|
3949|5060539|071|2025-12-10|COVE257VAAPW8|FCA|USD|225631.22|225631.22|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-09 16:59:04|
1680|5005482|230|2025-12-19|COVE257VSHNO6|FOB|USD|153572.11|153572.11|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
3949|5060529|071|2025-12-04|COVE257UWMIF7|FOB|USD|1.00|1.00|MEX| |38-0549190|FORD LOUISVILLE ASSEMBLY|2000 FERN VALLEY RD||S/N|402133502|LOUISVILLE|2026-01-05 14:50:01|
3949|5060527|070|2025-12-09|COVE257V70KJ7|FOB|USD|1.00|1.00|MEX| |38-3466469|BRUSS NORTH AMERICA INC|600 PROGRESS DRIVE||S/N|426424603|RUSSELL SPRINGS|2026-01-02 19:43:01|
1680|5005482|230|2025-12-12|COVE257VEJ5U4|FOB|USD|193640.98|193640.98|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5005482|230|2025-12-05|COVE257V023Q7|FOB|USD|190984.77|190984.77|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1669|5000222|810|2025-11-28|COVE257UMMX16|FCA|EUR|1289.77|1111.68|DEU| |DE811773643|BULTEN GMBH|INDUSTRIESTRASSE 20||S/N|59192|BERGKAMEN|2026-01-08 15:44:00|
1680|5005484|230|2025-12-01|COVE257UP16M7|FOB|USD|222347.85|222347.85|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:00|
1680|5005478|230|2025-12-02|COVE257UT9SY8|FCA|USD|237146.66|237146.66|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-07 12:19:01|
1680|6000850|800||COVE246DL6RM1|DDP| ||| | |41-2098321|NOVELIS CORPORATION||||||2026-01-14 13:22:01|
3949|5060520|070|2025-12-07|COVE257V39UV6|FOB|USD|190610.16|190610.16|MEX| |380549190|FORD KENTUCKY TRUCK PLANT 2|3001 CHAMBERLAIN LANE||S/N|402411985|LOUISVILLE|2026-01-02 18:23:00|
1680|5005476|230|2025-12-09|COVE257V7SXR8|FCA|USD|74960.56|74960.56|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-05 19:05:01|
3949|5060535|070|2025-12-08|COVE257V57X01|FCA|USD|1.00|1.00|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-05 17:11:05|
1680|5070741|240|2025-12-16|COVE257VM6FK8|FOB|USD|363375.21|363375.21|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-08 17:17:03|
1680|5005484|230|2025-12-03|COVE257UUF372|FOB|USD|257628.87|257628.87|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:00|
1680|5070742|240|2025-12-05|COVE257UZIGI6|FOB|USD|409757.67|409757.67|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-08 17:17:04|
3949|5060523|071|2025-12-09|COVE257V6JMV1|FOB|USD|1.00|1.00|MEX| |380549190|FORD KENTUCKY TRUCK PLANT 2|3001 CHAMBERLAIN LANE||S/N|402411985|LOUISVILLE|2026-01-08 12:49:05|
1680|5005482|230|2025-12-18|COVE257VPXX44|FOB|USD|130853.63|130853.63|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5005482|230|2025-12-02|COVE257US5WQ5|FOB|USD|194056.95|194056.95|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5005482|230|2025-12-26|COVE257W1PEC2|FOB|USD|131852.22|131852.22|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5005482|230|2025-12-23|COVE257VXXCI8|FOB|USD|191248.83|191248.83|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5005482|230|2025-12-01|COVE257UPCIX1|FOB|USD|146730.28|146730.28|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5070742|240|2025-12-02|COVE257URQ0T8|FOB|USD|447831.90|447831.90|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-08 17:17:04|
1680|5005484|230|2025-12-06|COVE257V2CHX4|FOB|USD|257628.87|257628.87|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:00|
1680|5050307|800|2025-12-03|COVE257UUAHR8|FCA|USD|12885.60|12885.60|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-07 14:57:02|
1680|6002453|800||COVE246T0R3B4|DAP| ||| | |41-2098321|NOVELIS CORPORATION||||||2026-01-14 13:24:03|
3949|5060535|070|2025-12-04|COVE257UYH2J4|FCA|USD|1.00|1.00|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-05 17:11:05|
1680|5005484|230|2025-12-10|COVE257V8QZ66|FOB|USD|216081.58|216081.58|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:00|
1680|6002457|800||COVE246WVQJI5|DAP| ||| | |41-2098321|NOVELIS CORPORATION||||||2026-01-14 13:24:04|
3147|5000826|850|2025-12-17|COVE257VMKEL8|FCA|USD|3644.35|3644.35|MEX| |91500000709375109|CHANGAN FORD AUTOMOBILE CO.  LTD..|HUANG MAOPING/NEW N ZONE/PLT 2||S/N|401122|CHONGQING|2026-01-08 14:05:13|
1680|5005484|230|2025-12-14|COVE257VHE978|FOB|USD|260523.36|260523.36|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:00|
1680|5070742|240|2025-12-05|COVE257UZIG98|FOB|USD|431957.97|431957.97|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-08 17:17:04|
1680|6000836|800||COVE257SHP543|DAP| ||| | |260206522|AM/NS CALVERT LLC||||||2026-01-13 17:41:09|
1680|5005482|230|2025-12-18|COVE257VPXWO5|FOB|USD|135865.33|135865.33|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
3949|5060521|070|2025-12-06|COVE257V2TFI2|FOB|USD|1.00|1.00|MEX| |380549190|FORD KENTUCKY TRUCK PLANT 2|3001 CHAMBERLAIN LANE||S/N|402411985|LOUISVILLE|2026-01-07 14:11:01|
3949|5060523|071|2025-12-03|COVE257UVC0C6|FOB|USD|1.00|1.00|MEX| |380549190|FORD KENTUCKY TRUCK PLANT 2|3001 CHAMBERLAIN LANE||S/N|402411985|LOUISVILLE|2026-01-08 12:49:05|
1680|5005478|230|2025-12-09|COVE257V7B5H8|FCA|USD|237146.66|237146.66|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-07 12:19:01|
1680|5005482|230|2025-12-06|COVE257V2NKR8|FOB|USD|197826.60|197826.60|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5005525|230|2025-12-24|COVE257W0Z1L6|FCA|USD|237146.66|237146.66|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-08 13:06:00|
1680|5005483|230|2025-12-06|COVE257V2D0P4|FOB|USD|250046.17|250046.17|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:36:00|
1680|5005481|230|2025-12-11|COVE257VDF615|FOB|USD|1.00|1.00|MEX| |13-3221850.|CASCO AUTOMOTIVE ( SUZHOU ) CO.  LT|1357 VETERANS WAY||S/N|422617361|MORGANTOWN|2026-01-06 13:16:01|
1680|6002451|800||COVE246G0VL38|DAP| ||| | |41-2098321|NOVELIS CORPORATION||||||2026-01-14 13:23:01|
1669|5000231|810|2025-12-06|COVE257V2QIB7|FCA|USD|1.00|1.00|ESP| |ESB46066361|FORD ESPANA SL-VALENCIA ASSEMBLY PL|POLIGONO INDUSTRIAL||S/N|46440|ALMUSSAFES|2026-01-08 15:47:01|
1680|5005483|230|2025-12-19|COVE257VS2ME4|FOB|USD|249734.19|249734.19|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:36:00|
1680|5005476|230|2025-12-04|COVE257UZ7C18|FCA|USD|244668.03|244668.03|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-05 19:05:01|
1680|5005481|230|2025-12-18|COVE257VQQ7N2|FOB|USD|1.00|1.00|MEX| |84-3784084|HOPE VALLEY INDUSTRIES INC|13 POWDER HILL RD||S/N|028654407|LINCOLN|2026-01-06 13:16:01|
1680|6024607|240||COVE267WQ0TX5|EXW| ||| | |37-1652702|PHILLIPS 66 COMPANY||||||2026-01-14 13:46:04|
1680|5005525|230|2025-12-18|COVE257VRBPH7|FCA|USD|356915.40|356915.40|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-08 13:06:00|
1680|5005482|230|2025-12-04|COVE257UXDWL8|FOB|USD|128328.84|128328.84|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5005482|230|2025-12-06|COVE257V2NKI2|FOB|USD|191674.75|191674.75|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
3949|5060521|070|2025-12-22|COVE257VVSQD5|FOB|USD|1.00|1.00|MEX| |35-1971106|INDIANA AUTOMOTIVE FASTENERS|1300 WEST ANDERSON BOULEVARD||S/N|461407934|GREENFIELD|2026-01-07 14:11:01|
1680|5005482|230|2025-12-15|COVE257VHY0R3|FOB|USD|155413.75|155413.75|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
3949|5060523|071|2025-11-29|COVE257UOM3L2|FOB|USD|1.00|1.00|MEX| |380549190|FORD KENTUCKY TRUCK PLANT 2|3001 CHAMBERLAIN LANE||S/N|402411985|LOUISVILLE|2026-01-08 12:49:05|
3949|5004822|160|2025-12-22|COVE257VV9G18|DAP|CNY|26037.89|184208.64|CHN| |91320583071078833|PGI AUTO COMPONENTS KUNSHAN CO LTD|99 TANGJING ROAD DIANSHAN LAKE TOWN, JIANGSU PROVIDENCE||S/N|215345|KUNSHAN|2026-01-08 18:28:07|
3949|5060546|071|2025-12-18|COVE257VQO345|FCA|USD|1.00|1.00|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-08 18:03:01|
1680|5005482|230|2025-12-09|COVE257V6LCG5|FOB|USD|191809.71|191809.71|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5005482|230|2025-12-12|COVE257VEJ5M7|FOB|USD|194450.92|194450.92|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5005476|230|2025-12-03|COVE257UW4WF7|FCA|USD|147449.32|147449.32|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-05 19:05:01|
1669|5000228|810|2025-12-02|COVE257URR402|FCA|EUR|92979.44|80140.88|ESP| |ESA60621166|GESTAMP|POL.IND.REY JUAN CARLOS I||S/N|46440|ALMUSSAFES|2026-01-08 15:41:00|
1669|5000222|810|2025-12-03|COVE257UVH1U8|FCA|EUR|34951.13|30125.09|DEU| |DE145374190|ZF FRIEDRICHSHAFEN AG  C-KREUZTAL (|LANGENAUER STRA E 18||S/N|57223|KREUZTAL|2026-01-08 15:44:00|
1680|5005476|230|2025-11-29|COVE257UO6E91|FCA|USD|245099.60|245099.60|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-05 19:05:01|
1680|5005482|230|2025-12-08|COVE257V3IJJ5|FOB|USD|129301.42|129301.42|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5005482|230|2025-12-01|COVE257UPCH01|FOB|USD|198540.76|198540.76|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
3949|5060546|071|2025-12-18|COVE257VQW254|FCA|USD|1.00|1.00|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-08 18:03:01|
1680|5005482|230|2025-12-02|COVE257USL2T2|FOB|USD|148835.98|148835.98|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5005482|230|2025-12-04|COVE257UXDWQ4|FOB|USD|169539.94|169539.94|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|6002461|800||COVE2472Z4NX1|DAP| ||| | |41-2098321|NOVELIS CORPORATION||||||2026-01-14 13:26:01|
1680|5005476|230|2025-12-06|COVE257V2B9Q2|FCA|USD|46256.58|46256.58|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-05 19:05:01|
1680|5005482|230|2025-12-05|COVE257V04ZJ8|FOB|USD|151730.47|151730.47|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5005482|230|2025-12-10|COVE257V9D3H6|FOB|USD|129202.36|129202.36|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
3949|5060546|071|2025-12-13|COVE257VGUZZ5|FCA|USD|1.00|1.00|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-08 18:03:01|
1680|5005482|230|2025-12-11|COVE257VBZTF1|FOB|USD|192826.41|192826.41|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5005482|230|2025-12-04|COVE257UXD2G2|FOB|USD|191619.55|191619.55|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|6000835|800||COVE257S8RKQ7|DAP| ||| | |260206522|AM/NS CALVERT LLC||||||2026-01-13 17:41:08|
1680|5005483|230|2025-12-17|COVE257VMMQ34|FOB|USD|264470.70|264470.70|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:36:00|
1680|5005476|230|2025-12-04|COVE257UZ40R2|FCA|USD|113981.07|113981.07|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-05 19:05:01|
1680|5005476|230|2025-12-06|COVE257V2BC58|FCA|USD|213278.29|213278.29|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-05 19:05:01|
3949|5060546|071|2025-12-19|COVE257VTFET2|FCA|USD|1.00|1.00|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-08 18:03:01|
