Patente|Pedimento|SeccionAduanera|Fraccion|SecuenciaFraccion|SubdivisionFraccion|DescripcionMercancia|PrecioUnitario|ValorAduana|ValorComercial|ValorDolares|CantidadUMComercial|UnidadMedidaComercial|CantidadUMTarifa|UnidadMedidaTarifa|ValorAgregado|ClaveVinculacion|MetodoValorizacion|CodigoMercanciaProducto|MarcaMercanciaProducto|ModeloMercanciaProducto|PaisOrigenDestino|PaisCompradorVendedor|EntidadFedOrigen|EntidadFedDestino|EntidadFedComprador|EntidadFedVendedor|TipoOperacion|ClaveDocumento|FechaPagoReal
1680|5000827|240|84099199|125|99|PINON - ARBOL DE LEVAS|467.00000|579|467|26.06|1.000|6|0.83900|1||1|1||||JPN|USA| | | | |1|F2|2026-01-27 11:36:02|
1680|5000866|240|40169999|89|07|ALMOHADILLA SILENCIADORA|24.20000|150|121|6.75|5.000|6|1.21500|1||1|1||||POL|USA| | | | |1|F2|2026-01-27 17:59:02|
1669|5023619|430|40169999|82|07|CASQUILLO|64.58333|961|775|43.23|12.000|6|1.24847|1||1|1||||POL|GBR| | | | |1|F2|2026-01-08 15:21:01|
1680|5000827|240|90318099|464|99|SENSOR - POSICION/CIGUENAL - C, SENSOR - SIST. ASIST. APARCAMI|172.84615|2785|2247|125.50|13.000|6|13.00000|6||1|1||||MEX|USA| | | | |1|F2|2026-01-27 11:36:02|
1680|5000827|240|87082201|320|00|CRISTAL - PARABRISAS, CRISTAL - VENTANILLA LATERAL T|4739.75000|70494|56877|3176.75|12.000|6|12.00000|6||1|1||||MEX|USA| | | | |1|F2|2026-01-27 11:36:02|
3147|5023951|650|87085099|85|99|PARTE PARA DIFERENCIAL DE EJE CON ACCESORIOS|1438.00000|1454|1438|80.00|1.000|6|1.00000|6||1|6||||USA|USA| | | | |1|F2|2026-01-08 10:28:01|
1680|5000827|240|84122101|133|00|MECANISMO DE AJUSTE|52.45714|2276|1836|102.55|35.000|6|35.00000|6||1|1||||USA|USA| | | | |1|F2|2026-01-27 11:36:02|
1680|5000827|240|85122099|231|00|LAMPARA - INTERIOR|181.50000|450|363|20.26|2.000|6|0.18000|1||1|1||||HUN|USA| | | | |1|F2|2026-01-27 11:36:02|
3949|6020001|670|87089305|2115|99|EMBRAGUE, PEDAL DE FRENO,|945.94118|17381|16081|895.05|17.000|6|17.00000|6||1|1||||TUR|GBR| | | | |1|F3|2026-01-13 15:53:00|
3949|6020001|670|90318099|2351|99|POTENCIOMETRO  MARIPOSA DE GASES,|131.85714|998|923|51.39|7.000|6|7.00000|6||1|1||||USA|GBR| | | | |1|F3|2026-01-13 15:53:00|
3949|6020001|670|83017002|559|01|LLAVE  SIN TALLAR,|34.00000|2352|2176|121.11|64.000|6|2.90299|1||1|1||||BGR|GBR| | | | |1|F3|2026-01-13 15:53:00|
3949|6020001|670|83021002|2478|00|BISAGRA, BISAGRA DE PUERTA,|79.00000|3159|2923|162.71|37.000|6|532.40777|1||1|1||||USA|USA| | | | |1|F3|2026-01-13 15:53:00|
3949|6020001|670|90271001|2322|00|CONJUNTO DE SENSORES, SENSOR, SENSOR  HEGO, SENSOR OXIGENO EN GASES DE ESCAPE, SENSOR OXIGENO EN GASES DE ESCAPE,|544.16300|133514|123525|6875.20|227.000|6|227.00000|6||1|1||||USA|USA| | | | |1|F3|2026-01-13 15:53:00|
3949|6020001|670|84841001|1143|00|ANILLO DE JUNTA, RETENANILLO OBTURAD. TRAS. CIGUEN.,|49.62500|11586|10719|596.58|216.000|6|85.43471|1||1|1||||MEX|GBR| | | | |1|F3|2026-01-13 15:53:00|
3949|6020001|670|94019999|2383|01|ALMOHADILL  BANQUETA ASIENTO, APOYACABEZASCUBIERTACOJINETE, CAPUCHON PROTECTOR, CHASSIS, CUBIERTA  AJUSTADOR DE ASIENTO, ESTRUCTURA DE ASIENTO DELANTERO, MECAN.ENCLAV. RESP. ASIENTO TRAS., RESORTE  COJIN DE ASIENTO, TAPIZADO  COJIN ASIENTO TR|1254.41667|32541|30106|1675.64|24.000|6|90.85193|1||1|1||||MEX|USA| | | | |1|F3|2026-01-13 15:53:00|
3949|6020001|670|84219999|906|01|CUBIERTA, RACOR  FILTRO DE ACEITE,|429.00000|1855|1716|95.50|4.000|6|4.49161|1||1|1||||CZE|GBR| | | | |1|F3|2026-01-13 15:53:00|
1680|5000827|240|85059091|215|99|SOLENOIDE CALADO VARIABLE DIST, SOLENOIDE CONTROL ELECTR. PRES|234.57143|2035|1642|91.69|7.000|6|4.19800|1||1|1||||USA|USA| | | | |1|F2|2026-01-27 11:36:02|
3147|5005612|850|85365099|15|08|INTERRUPTOR|250.00000|250|250|13.97|1.000|6|1.00000|1||1|1||||MEX|USA| | | | |1|F2|2026-01-26 19:52:11|
3949|5005339|160|87089412|1|99|VASTAGO|566.25000|0|2265|126.08|4.000|6|4.00000|6||0|0||||PAN|PAN| | | | |2|H1|2026-01-08 17:11:01|
1680|5000827|240|90251901|452|00|MOTOR - REGLAJE DE TEMPERATURA|301.80000|1870|1509|84.30|5.000|6|5.00000|6||1|1||||AUT|USA| | | | |1|F2|2026-01-27 11:36:02|
1680|5000827|240|87089412|417|03|DIRECCION POR CREMALLERA ELECTROASISTIDA|19324.00000|23950|19324|1079.28|1.000|6|1.00000|6||1|1||||USA|USA| | | | |1|F2|2026-01-27 11:36:02|
3147|5023950|650|39199099|18|00|ETIQUETAS DE PLASTICO IMPRESAS|62.83333|1525|1508|84.00|24.000|6|0.03800|1||0|1||||DEU|USA| | | | |1|F2|2026-01-07 08:40:01|
3147|5005612|850|87088007|33|00|BRAZO DE SUSPENSION|319.00000|319|319|17.81|1.000|6|1.00000|6||1|1||||MEX|USA| | | | |1|F2|2026-01-26 19:52:11|
1680|5000827|240|90318099|462|99|SENSOR DEL SISTEMA DE APARCAMIENTO|198.33333|1475|1190|66.48|6.000|6|6.00000|6||1|1||||DEU|USA| | | | |1|F2|2026-01-27 11:36:02|
3949|6020001|670|85437099|2627|99|SENSOR  VELOCIDAD EJE DE SALIDA,|157.03571|9505|8794|489.44|56.000|6|56.00000|6||1|1||||USA|USA| | | | |1|F3|2026-01-13 15:53:00|
3949|6020001|670|87087099|1966|03|CONJUNTO DE RUEDA,|697.50000|1508|1395|77.64|2.000|6|2.00000|6||1|1||||ZAF|GBR| | | | |1|F3|2026-01-13 15:53:00|
3949|6020001|670|40093205|169|01|MANGUERA DE CALEFACTOR,|83.91304|2086|1930|107.41|23.000|6|6.76200|1||1|1||||TUR|USA| | | | |1|F3|2026-01-13 15:53:00|
3949|6020001|670|84821099|1018|99|BUJE,|100.50000|217|201|11.17|2.000|6|0.22600|1||1|1||||IND|GBR| | | | |1|F3|2026-01-13 15:53:00|
1680|5035200|800|85167901|21|00|CALEFACTOR AUXILIAR|2247.66667|0|6743|375.00|3.000|6|3.00000|6||0|0||||USA|USA| | | | |2|A1|2026-01-12 17:12:02|
3949|6020001|670|73209099|493|99|MUELLE, RESORTE  PINZA DE FRENO, RESORTE AMORTIGUADOR  EMBRAGUE,|76.00000|493|456|25.37|6.000|6|0.54804|1||1|1||||USA|USA| | | | |1|F3|2026-01-13 15:53:00|
3949|6020001|670|84818099|1002|00|CONJUNTO MOTOR Y CUERPO DE MARIPOSA, VALVULARECIRCULACION GASES ESCAPE,|645.80000|3490|3229|179.74|5.000|6|4.52900|1||1|1||||MEX|USA| | | | |1|F3|2026-01-13 15:53:00|
1669|5003140|510|84159002|114|99|BRAZO DE ENCLAVAMIENTO DEL MOTOR CON VENTILACION DEL AIRE ACONDICIONADO|12.66667|47|38|2.10|3.000|6|2.15498|1||1|1||||THA|THA| | | | |1|F2|2026-01-13 17:37:00|
1680|5000866|240|87082916|515|00|PANTALLA|282.00000|699|564|31.52|2.000|6|2.00000|6||1|1||||USA|USA| | | | |1|F2|2026-01-27 17:59:02|
1680|5000827|240|87089999|433|06|CAP SHK ABS SPG|217.88000|6751|5447|304.25|25.000|6|25.00000|6||1|1||||THA|USA| | | | |1|F2|2026-01-27 11:36:02|
1669|5022896|430|87082999|95|99|PARTE PARA CARROCERIA|321.03822|62470|50403|2753.13|157.000|6|157.00000|6||1|1||||ZAF|ZAF| | | | |1|F2|2026-01-08 18:10:01|
1680|5000866|240|85111003|361|00|BUJIA DE ENCENDIDO|43.15577|55627|44882|2506.76|1040.000|6|2643.12000|1||1|1||||JPN|USA| | | | |1|F2|2026-01-27 17:59:02|
1680|5000827|240|40169304|57|01|JUNTA - TERMOSTATO|15.60000|97|78|4.35|5.000|6|0.02000|1||1|1||||POL|USA| | | | |1|F2|2026-01-27 11:36:02|
1669|5003141|510|85111003|145|00|BUJIA DE ENCENDIDO|64.91146|15447|12463|696.12|192.000|6|303.60489|1||1|1||||CHN|CHN| | | | |1|F2|2026-01-07 13:43:01|
1680|5000866|240|85365099|430|08|INTERRUPTOR DE MANDO - SOLENOI|127.87500|1268|1023|57.12|8.000|6|0.17600|1||1|1||||USA|USA| | | | |1|F2|2026-01-27 17:59:02|
1680|5000866|240|84141006|246|99|BOMBA DE VACIO|779.90000|9666|7799|435.60|10.000|6|10.00000|6||1|1||||DEU|USA| | | | |1|F2|2026-01-27 17:59:02|
3949|6020001|670|85114004|2582|03|ARRANCADOR, MOTOR DE ARRANQUE,|1182.57143|26842|24834|1382.24|21.000|6|21.00000|6||1|1||||MEX|USA| | | | |1|F3|2026-01-13 15:53:00|
3949|6020001|670|87085099|1910|02|ACOPLAMIENTO  ARBOL DE TRANSMISION,|406.00000|1316|1218|67.79|3.000|6|3.00000|6||1|1||||DEU|GBR| | | | |1|F3|2026-01-13 15:53:00|
1669|5003140|510|87089502|368|99|BOLSA DE AIRE|2712.17647|57145|46107|2568.30|17.000|6|17.00000|6||1|1||||THA|THA| | | | |1|F2|2026-01-13 17:37:00|
1669|5003140|510|40103101|46|00|CORREA DE TRANSMISION|200.00000|11155|9000|501.30|45.000|6|9.67500|1||1|1||||THA|THA| | | | |1|F2|2026-01-13 17:37:00|
3949|6020001|670|84821099|1020|99|COJINETE ROD. CONIC. CUBO RUEDA,|251.57143|1903|1761|98.00|7.000|6|6.41379|1||1|1||||IND|USA| | | | |1|F3|2026-01-13 15:53:00|
3949|6020001|670|87089203|2084|99|ADAPT.  TURBOCOMP.FRENOMOTOR, SILENCIADOR TRASERO, TUBO DISTRIBUIDOR DE VACIO,|2981.85714|22561|20873|1161.75|7.000|6|7.00000|6||1|1||||MEX|USA| | | | |1|F3|2026-01-13 15:53:00|
3949|6020001|670|87084099|1890|99|PERNO,|36.00000|78|72|3.99|2.000|6|2.00000|6||1|1||||ITA|GBR| | | | |1|F3|2026-01-13 15:53:00|
1669|5003140|510|87082999|273|99|PARTE PARA CARROCERIA|331.68571|28777|23218|1293.28|70.000|6|70.00000|6||1|1||||THA|THA| | | | |1|F2|2026-01-13 17:37:00|
1680|5000866|240|90251901|696|00|SENSOR, UNIDAD EMISORA, UNIDAD EMISORA DE TEMPERATURA|61.13934|9245|7459|416.58|122.000|6|122.00000|6||1|1||||USA|USA| | | | |1|F2|2026-01-27 17:59:02|
1680|5000866|240|87085004|579|00|ALOJAMIENTO DE EJE TRASERO, PUENTE TRASERO|14628.00000|54390|43884|2451.03|3.000|6|3.00000|6||1|1||||USA|USA| | | | |1|F2|2026-01-27 17:59:02|
3949|5104838|071|84849099|15|99|JUEGO DE EMPAQUES|31411.00000|31759|31411|1743.10|1.000|12|0.22600|1||0|1||SCA SCHUCKER|80319000065|DEU|USA| | | | |1|F2|2026-01-08 19:18:01|
1680|5000866|240|90262099|701|01|INTERRUPTOR DE PRESION DE ACEITE|27.57322|16335|13180|736.12|478.000|6|478.00000|6||1|1||||ESP|USA| | | | |1|F2|2026-01-27 17:59:02|
1680|5000866|240|83023091|178|00|AGARRADERO, AISLADOR, AISLADOR - SUSPENSION MOTOR, AISLAMIENTO, ALZACRISTALES SIN MOTOR, APOYO NEUMATICO, CAPUCHON, CERRADERO - CIERRE DE PUERTA, COJINETE DE APOYO, JUEGO DE REPARACION - PARACHOQ, REFUERZO LATERAL - CARROCERIA, RETEN, SOPORTE, SOPORT|254.39850|41935|33835|1889.79|133.000|6|378.43400|1||1|1||||USA|USA| | | | |1|F2|2026-01-27 17:59:02|
3147|5024156|650|84159002|1|99|SOPORTE DE COMPRESOR DE AIRE ACONDICIONADO|1977.33333|0|11864|663.13|6.000|6|1.00000|1||0|0||||USA|USA| | | | |2|A1|2026-01-07 10:21:00|
1680|5000866|240|70071199|100|99|CRISTAL - PUERTA, CRISTAL - VENTANILLA LATERAL T, CRISTAL DE PUERTA TRASERA, CRISTAL TRIANGULAR FIJO|602.23529|25378|20476|1143.67|34.000|6|275.13800|1||1|1||||USA|USA| | | | |1|F2|2026-01-27 17:59:02|
1680|5000827|240|73202005|92|03|CLIP|414.60000|2569|2073|115.80|5.000|6|2.26000|1||1|1||||ITA|USA| | | | |1|F2|2026-01-27 11:36:02|
1669|5003140|510|87087006|325|00|RUEDA DE CUBIERTA|83.81818|1143|922|51.37|11.000|6|11.00000|6||1|1||||CHN|THA| | | | |1|F2|2026-01-13 17:37:00|
3949|6020001|670|85366902|2616|00|CAJA DE ENCHUFE ADICIONAL,|125.00000|135|125|6.94|1.000|6|0.10000|1||1|1||||MEX|USA| | | | |1|F3|2026-01-13 15:53:00|
1669|5003140|510|84139113|108|01|CAMPANA CON COLADOR|214.00000|796|642|35.76|3.000|6|1.50000|1||1|1||||THA|THA| | | | |1|F2|2026-01-13 17:37:00|
3949|6020001|670|40103101|175|00|CORREA TRAPEZOIDAL,|80.10000|866|801|44.61|10.000|6|490.30000|1||1|1||||BRA|USA| | | | |1|F3|2026-01-13 15:53:00|
1669|5003140|510|87082999|249|99|CONSOLA DE CARROCERIA|38.50000|95|77|4.30|2.000|6|2.00000|6||1|1||||CHN|THA| | | | |1|F2|2026-01-13 17:37:00|
3949|6020001|670|87089305|2092|02|EMBRAGUE,|5037.25000|21778|20149|1121.44|4.000|6|4.00000|6||1|1||||ITA|USA| | | | |1|F3|2026-01-13 15:53:00|
3949|6020001|670|73269099|516|99|JUNTA,|18.00000|19|18|1.00|1.000|6|0.02268|1||1|1||||CZE|USA| | | | |1|F3|2026-01-13 15:53:00|
3949|6020001|670|87082908|1650|00|EMBELLECEDOR, MARCO DE FARO ANTINIEBLA, REVESTIMIENTO SUPERIOR DE PUERTA, TABLERO DE INSTRUMENTOS, TAPA  ORIFICIO DE ACCESO,|395.63636|4704|4352|242.25|11.000|6|11.00000|6||1|1||||USA|USA| | | | |1|F3|2026-01-13 15:53:00|
1680|5000827|240|85122099|232|00|CONSOLA DE TECHO, LUZ DE LIMITACION LATERAL|859.50000|2131|1719|96.02|2.000|6|1.99700|1||1|1||||MEX|USA| | | | |1|F2|2026-01-27 11:36:02|
3147|6001327|470|90308999|2|99|APARATO CONTROLADOR DE POTENCIA|106026.00000|116834|106026|6074.40|1.000|6|1.00000|6||0|1||||DEU|USA| | | | |1|F3|2026-01-27 11:33:01|
1669|5023619|430|84818022|261|00|VALVULA DE FUNCIONAMIENTO AUTOMATICO|777.00000|963|777|43.36|1.000|6|0.09730|1||1|1||||CZE|GBR| | | | |1|F2|2026-01-08 15:21:01|
3147|6001405|470|90292006|1|99|TABLERO DE INSTRUMENTOS|2611.66667|8634|7835|448.88|3.000|6|3.00000|6||0|1||||THA|THA| | | | |1|F3|2026-01-27 13:43:02|
1680|5000827|240|85443099|300|01|ARNES|149.16667|1109|895|49.98|6.000|6|6.00000|1||0|1||||MEX|USA| | | | |1|F2|2026-01-27 11:36:02|
1669|5003141|510|87089502|354|02|MODULO - BOLSA DE AIRE|676.00000|10054|8112|453.07|12.000|6|12.00000|6||1|1||||CHN|CHN| | | | |1|F2|2026-01-07 13:43:01|
1680|5000866|240|84133099|231|05|BOMBA DE ACEITE|1011.24000|31334|25281|1412.03|25.000|6|25.00000|6||1|1||||USA|USA| | | | |1|F2|2026-01-27 17:59:02|
1680|5000866|240|39263002|27|99|AGARRADERO, MOLDURA, PARRILLA INFERIOR DE FASIA, RETEN, SOPORTE|56.75510|3447|2781|155.31|49.000|6|13.54200|1||1|1||||MEX|USA| | | | |1|F2|2026-01-27 17:59:02|
3949|6020001|670|84839003|1122|99|PINON DEL CIGUENAL,|220.00000|238|220|12.23|1.000|6|0.99700|1||1|1||||IND|USA| | | | |1|F3|2026-01-13 15:53:00|
3949|6020001|670|87082919|1668|00|PUERTA DELANTERA,|3219.00000|3479|3219|179.17|1.000|6|1.00000|6||1|1||||CHN|USA| | | | |1|F3|2026-01-13 15:53:00|
3949|6020001|670|84213999|902|99|DEPOSITO DE VAPORES DE COMBUSTIBLE,|222.00000|240|222|12.37|1.000|6|0.61100|1||1|1||||POL|GBR| | | | |1|F3|2026-01-13 15:53:00|
3949|6020001|670|87088007|2024|00|PIEZA DE UNION,|306.86957|30515|28232|1571.36|92.000|6|92.00000|6||1|1||||TUR|USA| | | | |1|F3|2026-01-13 15:53:00|
1669|5003140|510|39269013|25|00|PLACA DISTINTIVA|5.00000|12|10|0.58|2.000|6|0.00400|1||1|1||||THA|THA| | | | |1|F2|2026-01-13 17:37:00|
3949|6020001|670|84812099|938|03|CUERPO DE VALVULAS ARMADO, INTERRUPTOR DE SOLENOIDE, MODULO CONTROL DE TRANSMISION TCM,|4498.74167|583507|539849|30047.19|120.000|6|1408.28628|1||1|1||||USA|USA| | | | |1|F3|2026-01-13 15:53:00|
3949|6020001|670|85114004|1236|03|MOTOR DE ARRANQUE,|795.75000|3440|3183|177.14|4.000|6|4.00000|6||1|1||||BRA|BRA| | | | |1|F3|2026-01-13 15:53:00|
3949|6020001|670|87089412|2148|91|ROTULA, SOPORTE DE TRANSMISION,|258.61111|5031|4655|259.11|18.000|6|18.00000|6||1|1||||CZE|GBR| | | | |1|F3|2026-01-13 15:53:00|
3147|5005611|850|87089199|97|00|RADIADOR|924.50000|1849|1849|103.12|2.000|6|2.00000|6||1|1||||MEX|USA| | | | |1|F2|2026-01-27 23:24:03|
1680|5000827|240|85258999|251|99|CAMARA - SIST. APARCAMIENTO|854.00000|11643|9394|524.70|11.000|6|11.00000|6||1|1||||MEX|USA| | | | |1|F2|2026-01-27 11:36:02|
1669|5023619|430|40103502|58|00|CORREA TRAPEZOIDAL|658.57576|26936|21733|1212.47|33.000|6|22.13533|1||1|1||||ITA|GBR| | | | |1|F2|2026-01-08 15:21:01|
1669|5023941|430|85365099|84|08|INTERRUPTOR DE IGNICION DE MOTOR|229.00000|0|229|12.73|1.000|6|2.16541|1||0|0||||BHS|BHS| | | | |2|H1|2026-01-12 13:37:01|
1680|5035200|800|84136099|8|02|BOMBA DE ACEITE|899.00000|0|2697|150.00|3.000|6|3.00000|6||0|0||||USA|USA| | | | |2|A1|2026-01-12 17:12:02|
1669|5003141|510|73269099|78|03|ABRAZADERA|11.07294|10348|8349|466.33|754.000|6|631.47566|1||1|1||||CHN|CHN| | | | |1|F2|2026-01-07 13:43:01|
1680|5000866|240|87084099|571|99|EJE DE ENTRADA, UNA DE ESTACIONAMIENTO|462.66667|1720|1388|77.54|3.000|6|3.00000|6||1|1||||CHN|USA| | | | |1|F2|2026-01-27 17:59:02|
1680|5000827|240|87089999|450|99|ADAPTADOR - RACOR DE SALIDA DE, CARTER INTERMED.-ENGRAN. DISTR, CLAVIJA DE SUJECION, CODO, CUBIERTA, KIT RACK DE TECHO, MANGUERA, PANTALLA, PROTECTOR - TRAVESA#O DELANTER, RELLENO, SILENCIADOR DE ASPIRACION, SOPORTE, SOPORTE - GANCHO PARA REMOLCAR, S|458.91803|34696|27994|1563.52|61.000|6|61.00000|6||1|1||||USA|USA| | | | |1|F2|2026-01-27 11:36:02|
3949|6020001|670|84122101|737|00|CILINDRO DE DESEMBRAGUE,|350.33333|1136|1051|58.51|3.000|6|3.00000|6||1|1||||IND|IND| | | | |1|F3|2026-01-13 15:53:00|
3949|6020001|670|87085099|1934|99|CUBO DE RUEDA, JUNTA,|306.05085|19517|18057|1005.02|59.000|6|59.00000|6||1|1||||MEX|USA| | | | |1|F3|2026-01-13 15:53:00|
1669|5003140|510|87089412|356|91|BLOQUEO DE DIRECCION|286.00000|709|572|31.88|2.000|6|2.00000|6||1|1||||THA|THA| | | | |1|F2|2026-01-13 17:37:00|
3949|6020001|670|87089412|2713|91|BARRA INTERMEDIA DE DIRECCION, EXTREMO  BARRA DE ACOPLAMIENTO, TUBERIA, VASTAGO,|722.84167|93756|86741|4827.88|120.000|6|120.00000|6||1|1||||CAN|USA| | | | |1|F3|2026-01-13 15:53:00|
1669|5003140|510|84835003|146|01|POLEA TENSORA|116.00000|144|116|6.47|1.000|6|0.71833|1||1|1||||CHN|THA| | | | |1|F2|2026-01-13 17:37:00|
3949|6020001|670|87083099|2670|01|ADAPTADOR, CALIPER  SIN PASTILLA DE FRENO, CUBO DE RUEDA, DISCO DE FRENO, PLATO SOPORTE DE ZAPATAS DE FRENO, ROTOR, SOPORTE DE TRANSMISION,|741.70166|145105|134248|7472.05|181.000|6|181.00000|6||1|1||||MEX|USA| | | | |1|F3|2026-01-13 15:53:00|
3949|6020001|670|87085099|1912|02|PALIER  EJE DELANTERO,|1740.50000|3763|3481|193.77|2.000|6|2.00000|6||1|1||||GBR|GBR| | | | |1|F3|2026-01-13 15:53:00|
3949|6020001|670|63079099|324|99|JUEGO DE FUNDA AUTOMOTRIZ,|4066.00000|4395|4066|226.29|1.000|6|0.00010|1||1|1||||MEX|USA| | | | |1|F3|2026-01-13 15:53:00|
1680|5000866|240|85291009|415|01|ANTENA SIN CABLE|98.30303|4021|3244|181.17|33.000|6|264.33000|1||1|1||||CHN|USA| | | | |1|F2|2026-01-27 17:59:02|
3147|5038222|470|87089999|4|06|SOPORTE DE TRANSMISION|313.04464|391095|315549|17251.60|1008.000|6|1008.00000|6||1|1||||CHN|CHN| | | | |1|F2|2026-01-27 13:49:03|
1669|5003141|510|85443099|214|01|RAMAL DE CABLES|137.00000|2887|2329|130.07|17.000|6|16.41436|1||1|1||||CHN|CHN| | | | |1|F2|2026-01-07 13:43:01|
1669|5023941|430|40169304|15|01|PUERTA TRASERA|267.66667|0|803|44.68|3.000|6|5.27351|1||0|0||||BHS|BHS| | | | |2|H1|2026-01-12 13:37:01|
1680|5035200|800|84099199|4|16|CULATA|3895.66667|0|11687|650.00|3.000|6|45.00000|1||0|0||||USA|USA| | | | |2|A1|2026-01-12 17:12:02|
3949|5104860|071|73182403|14|00|PASADOR GUIA|9901.50000|60068|59409|3301.90|6.000|6|1.36000|1||0|1||||USA|USA| | | | |1|F2|2026-01-08 15:41:00|
1680|5000827|240|87085099|378|04|ARBOL DE TRANSMISION|5613.00000|20870|16839|940.51|3.000|6|3.00000|6||1|1||||USA|USA| | | | |1|F2|2026-01-27 11:36:02|
3147|5005611|850|87082908|72|00|CUBIERTA - ORIFICIO DE ACCESO|35.00000|35|35|1.96|1.000|6|1.00000|6||1|1||||USA|USA| | | | |1|F2|2026-01-27 23:24:03|
3949|6020001|670|85258999|2603|99|CAMARA, CAMARA  SIST. APARCAMIENTO, MODULOPROCESAMIENTO IMAGEN,|838.14286|12683|11734|653.07|14.000|6|14.00000|6||1|1||||MEX|USA| | | | |1|F3|2026-01-13 15:53:00|
3949|6020001|670|39235001|46|00|TAPON DEL RADIADOR, TAPONRADIADORC. VALV.SOBREPRES.,|43.10150|12392|11465|638.12|266.000|6|40.53600|1||1|1||||IND|USA| | | | |1|F3|2026-01-13 15:53:00|
3949|6020001|670|87083011|1791|00|TUBERIA DE FRENO, TUBO FLEXIBLE DE FRENO, TUBO FLEXIBLE DE VACIO,|198.00000|856|792|44.07|4.000|6|4.00000|6||1|1||||USA|USA| | | | |1|F3|2026-01-13 15:53:00|
1669|5003140|510|83012002|90|01|CAPUCHA DE CIERRE|270.14286|2344|1891|105.35|7.000|6|5.02829|1||1|1||||THA|THA| | | | |1|F2|2026-01-13 17:37:00|
3949|6020001|670|40169304|236|01|JUNTA, JUNTA  TAPA DE BALANCINES,|43.53846|612|566|31.49|13.000|6|1.93500|1||1|1||||GBR|USA| | | | |1|F3|2026-01-13 15:53:00|
3949|6020001|670|39174001|21|00|TUBO DE ENTRADA DE AGUA, TUBO FLEXIBLE,|17.12727|1018|942|52.41|55.000|6|0.32800|1||1|1||||POL|USA| | | | |1|F3|2026-01-13 15:53:00|
3949|6020001|670|83017002|569|99|LLAVE  SIN TALLAR,|157.00000|170|157|8.72|1.000|6|0.00010|1||1|1||||CHN|USA| | | | |1|F3|2026-01-13 15:53:00|
3949|6020001|670|87085099|1939|99|JUNTA,|63.75000|276|255|14.18|4.000|6|4.00000|6||1|1||||USA|GBR| | | | |1|F3|2026-01-13 15:53:00|
1680|5000866|240|40103301|62|00|CORREA TRAPEZOIDAL|108.31507|9800|7907|441.65|73.000|6|39.42000|1||1|1||||ESP|USA| | | | |1|F2|2026-01-27 17:59:02|
1680|5000866|240|84139113|243|01|CAMPANA CON COLADOR|219.50000|544|439|24.52|2.000|6|1.46800|1||1|1||||USA|USA| | | | |1|F2|2026-01-27 17:59:02|
1680|5070742|240|87038001|1|00|VEHICULOS AUTOMOVILES PROPULSADOS UNICAMENTE CON MOTOR ELECTRICO|606804.62000|0|20631357|1148310.90|34.000|6|34.00000|6|0|0|0||FORD|MUSTANG|USA|USA| | | | |2|I1|2026-01-08 17:17:04|
1680|5035200|800|84213201|13|00|CONVERTIDOR|8657.37037|0|233749|13000.00|27.000|6|27.00000|6||0|0||||USA|USA| | | | |2|A1|2026-01-12 17:12:02|
1669|5023941|430|39269099|6|06|PUERTA DELANTERA|273.00000|0|273|15.18|1.000|6|2.22727|1||0|0||||CUR|CUR| | | | |2|H1|2026-01-12 13:37:01|
1680|5005525|230|830230|40|00|UN LOTE DE MATERIAL DE ENSAMBLE|89.57000|23588796|22168881|1238194.45|247510.000|6|125807.16200|1||1|6||||USA|USA| | | | |1|F2|2026-01-08 13:06:00|
1680|5000866|240|84833004|316|99|MEDIO COJINETE DE BIELA|39.57500|1962|1583|88.40|40.000|6|8.80000|1||1|1||||MEX|USA| | | | |1|F2|2026-01-27 17:59:02|
3147|5005611|850|40169304|8|01|JUNTAS O EMPAQUETADURAS|65.00000|65|65|3.65|1.000|6|1.00000|1||1|1||||USA|USA| | | | |1|F2|2026-01-27 23:24:03|
3949|6020001|670|40169901|276|00|RETEN,|17.40000|94|87|4.82|5.000|6|0.22680|1||1|1||||SWE|GBR| | | | |1|F3|2026-01-13 15:53:00|
3949|6020001|670|84818021|963|00|CONJUNTO MOTOR Y CUERPO DE MARIPOSA, SOLENOIDE CALADO VARIABLE DISTRIB,|390.12903|13072|12094|673.16|31.000|6|16.61400|1||1|1||||USA|USA| | | | |1|F3|2026-01-13 15:53:00|
3949|6020001|670|40093205|161|01|MANGUERA DE CALEFACTOR, TUBO FLEXIBLE,|115.70455|5503|5091|283.35|44.000|6|34.25441|1||1|1||||IND|IND| | | | |1|F3|2026-01-13 15:53:00|
1669|5003140|510|87089999|396|99|TAPA DE COMBUSTIBLE|72.50000|359|290|16.16|4.000|6|4.00000|6||1|1||||IND|THA| | | | |1|F2|2026-01-13 17:37:00|
3949|6020001|670|39269020|98|00|CALCOMANIA, PLACA DISTINTIVA,|118.95652|2957|2736|152.28|23.000|6|4.17305|1||1|1||||USA|GBR| | | | |1|F3|2026-01-13 15:53:00|
3949|6020001|670|87083099|1824|99|CABLE DE FRENO DE ESTACIONAMIENTO,|431.69231|6066|5612|312.35|13.000|6|13.00000|6||1|1||||CHN|GBR| | | | |1|F3|2026-01-13 15:53:00|
3949|6020001|670|84819005|1011|99|TUBULADURA DE SALIDA DE AGUA,|478.33333|1551|1435|79.85|3.000|6|2.60010|1||1|1||||MEX|USA| | | | |1|F3|2026-01-13 15:53:00|
